Title,Director,Cast,Genre,Year
The Hospital,Tommy Golden,unknown,Horror,2013
The Host,Andrew Niccol,unknown,"Romance, Sci-Fi",2013
The Hot Flashes,Susan Seidelman,unknown,Drama,2013
Hours,Eric Heisserer,unknown,Drama,2013
House of Dust,A.D. Calvo,unknown,Horror,2013
How to Lose Your Virginity,Therese Schechter,unknown,Documentary,2013
How to Be a Man,Chadd Harbold,unknown,Comedy,2013
The Hunger Games: Catching Fire,Francis Lawrence,unknown,"Action drama, Sci-Fi",2013
I Am Divine,Jeffrey Schwarz,unknown,Documentary,2013
I'm in Love with a Church Girl,Steve Race,unknown,Drama,2013
I Know That Voice,John DiMaggio,unknown,Documentary,2013
I Spit on Your Grave 2,Steven R. Moore,unknown,Horror,2013
I Used to Be Darker,Matthew Porterfield,unknown,Drama,2013
The Iceman,Ariel Vromen,unknown,Crime thriller,2013
Identity Thief,Seth Gordon,unknown,"Comedy, Road",2013
The Immigrant,James Gray,unknown,Drama,2013
In a World...,Lake Bell,unknown,Comedy,2013
InAPPropriate Comedy,Vince Offer,unknown,Comedy,2013
The Incredible Burt Wonderstone,Don Scardino,unknown,Comedy,2013
Indescribable,Stacey Graber,unknown,Drama,2013
Inequality for All,Jacob Kornbluth,unknown,Documentary,2013
The Inevitable Defeat of Mister & Pete,"George Tillman, Jr.",unknown,Drama,2013
Inside Llewyn Davis,Joel and Ethan Coen,unknown,Musical drama,2013
Insidious: Chapter 2,James Wan,unknown,Horror,2013
The Internship,Shawn Levy,unknown,Comedy,2013
Iron Man 3,Shane Black,unknown,Superhero,2013
ISteve,Ryan Perez,unknown,Parody,2013
It's a Disaster,Todd Berger,unknown,Black comedy,2013
Jack the Giant Killer,Mark Atkins,unknown,Fantasy,2013
Jack the Giant Slayer,Bryan Singer,unknown,"Action-adventure, Fantasy",2013
Jackass Presents: Bad Grandpa,Jeff Tremaine,unknown,Comedy,2013
Java Heat,Conor Allyn,unknown,Action,2013
Jay & Silent Bob's Super Groovy Cartoon Movie,Steve Stark,unknown,"Animated, Comedy",2013
Jayne Mansfield's Car,Billy Bob Thornton,unknown,Drama,2013
Jobs,Joshua Michael Stern,unknown,"Bio-pic, Drama",2013
John Dies at the End,Don Coscarelli,unknown,"Dark comedy, Horror",2013
Joe,David Gordon Green,unknown,Drama,2013
Jug Face,Chad Crawford Kinkle,unknown,Horror,2013
Justice League: The Flashpoint Paradox,Jay Oliva,unknown,"Animated, Superhero",2013
Justin Bieber's Believe,Jon M. Chu,unknown,"Biographical, Documentary",2013
Kevin Hart: Let Me Explain,Leslie Small,unknown,"Comedy, Documentary",2013
Kick-Ass 2,Jeff Wadlow,unknown,"Action comedy, Superhero",2013
Kill Your Darlings,John Krokidas,unknown,Drama,2013
Killing Season,Mark Steven Johnson,unknown,Action,2013
The Kings of Summer,Jordan Vogt-Roberts,unknown,Dramedy,2013
Kink,Christina Voros,unknown,Documentary,2013
Kiss of the Damned,Xan Cassavetes,unknown,Horror,2013
Knife Fight,Bill Guttentag,unknown,Political thriller,2013
Koch,Neil Barsky,unknown,Documentary,2013
Lake Windfall,Roger Vass Jr.,unknown,Documentary,2013
Last Call,Greg Garthe,unknown,Comedy,2013
The Last Exorcism Part II,Ed Gass-Donnelly,unknown,Horror,2013
The Last of Robin Hood,Richard Glatzer,unknown,Drama,2013
The Last Stand,Kim Jee-woon,unknown,Action,2013
Last Vegas,Jon Turteltaub,unknown,Comedy,2013
Last Weekend,Tom Dolby,unknown,Drama,2013
The Legend of Jimi Lazer,Mann Munoz,unknown,Drama,2013
Let the Fire Burn,Jason Osder,unknown,Documentary,2013
Liars All,Brian Brightly,unknown,Thriller,2013
Life of Crime,Daniel Schechter,unknown,Comedy,2013
The Lifeguard,Liz W. Garcia,unknown,Comedy-drama,2013
Lil Bub & Friendz,Andy Capper,unknown,Documentary,2013
Little Feet,Alexandre Rockwell,unknown,Drama,2013
The Lone Ranger,Gore Verbinski,unknown,"Action-adventure, Western",2013
The Lords of Salem,Rob Zombie,unknown,Horror,2013
The Lost Medallion: The Adventures of Billy Stone,Bill Muir,unknown,Adventure,2013
Lovelace,Rob Epstein,unknown,"Biographical, Drama",2013
Lone Survivor,Peter Berg,unknown,War,2013
Lucky Them,Megan Griffiths,unknown,Comedy,2013
LUV,Sheldon Candis,unknown,Drama,2013
Machete Kills,Robert Rodriguez,unknown,Action,2013
A Madea Christmas,Tyler Perry,unknown,Comedy,2013
Magic Magic,Sebastián Silva,unknown,Thriller,2013
Manhattan Romance,Tom O'Brien,unknown,Romantic comedy,2013
Man of Steel,Zack Snyder,unknown,Superhero,2013
Manhunt: The Search for Bin Laden,Greg Barker,unknown,Documentary,2013
The Marine 3: Homefront,Scott Wiper,unknown,Action,2013
Masterminds,David Keary,unknown,Drama,2013
McCanick,Josh C. Waller,unknown,Crime,2013
Medora,Andrew Cohn,unknown,Documentary,2013
The Men Who Lost China,Mitch Anderson,unknown,Documentary,2013
Metallica Through the Never,Nimród Antal,unknown,"Documentary, Music",2013
Monsters University,Dan Scanlon,unknown,"Animated, Comedy, Family",2013
The Mortal Instruments: City of Bones,Harald Zwart,unknown,"Action-adventure, Fantasy",2013
Movie 43,See Segments,unknown,Comedy,2013
Much Ado About Nothing,Joss Whedon,unknown,Romantic comedy,2013
Mud,Jeff Nichols,unknown,Drama,2013
Nebraska,Alexander Payne,unknown,Dramedy,2013
Night Moves,Kelly Reichardt,unknown,Drama thriller,2013
No One Lives,Ryuhei Kitamura,unknown,Horror,2013
Now You See Me,Louis Leterrier,unknown,Thriller,2013
Oblivion,Joseph Kosinski,unknown,"Action, Sci-Fi",2013
Odd Thomas,Stephen Sommers,unknown,Fantasy thriller,2013
Officer Down,Brian A. Miller,unknown,"Action, Crime",2013
Oldboy,Spike Lee,unknown,Thriller,2013
Olympus Has Fallen,Antoine Fuqua,unknown,Action-thriller,2013
One Direction: This Is Us,Morgan Spurlock,unknown,"Concert, Documentary",2013
Out of the Furnace,Scott Cooper,unknown,Crime,2013
Oz the Great and Powerful,Sam Raimi,unknown,"Adventure, Fantasy",2013
Pacific Rim,Guillermo del Toro,unknown,"Action, Sci-Fi",2013
The Package,Jesse V. Johnson,unknown,Action,2013
Pain & Gain,Michael Bay,unknown,"Crime, Dark comedy",2013
Palominas,Thadd Turner,unknown,Drama,2013
Half Life,April Simmons,unknown,Drama,2013
Paradise,Diablo Cody,unknown,Drama,2013
Paranoia,Robert Luketic,unknown,Thriller,2013
The Pardon,Tom Anton,unknown,Drama,2013
Parker,Taylor Hackford,unknown,Crime thriller,2013
Parkland,Peter Landesman,unknown,Drama,2013
Pawn,David A. Armstrong,unknown,Thriller,2013
Pawn Shop Chronicles,Wayne Kramer,unknown,Crime thriller,2013
Penthouse North,Joseph Ruben,unknown,Thriller,2013
Percy Jackson: Sea of Monsters,Thor Freudenthal,unknown,"Adventure, Fantasy",2013
Phantom,Todd Robinson,unknown,Thriller,2013
Philomena,Stephen Frears,unknown,Drama,2013
Pit Stop,Yen Tan,unknown,Drama,2013
The Place Beyond the Pines,Derek Cianfrance,unknown,Crime drama,2013
Planes,Klay Hall,unknown,"Animated, Comedy, Family",2013
Plush,Catherine Hardwicke,unknown,Thriller,2013
Plus One,Dennis Iliadis,unknown,Thriller,2013
The Power Inside,Will Speck,unknown,Thriller,2013
The Pretty One,Jenée LaMarque,unknown,Drama,2013
Prince Avalanche,David Gordon Green,unknown,Drama,2013
Prisoners,Denis Villeneuve,unknown,Crime thriller,2013
Project 2x1,Hannah Roodman,unknown,Documentary,2013
Proxy,Zack Parker,unknown,Horror,2013
The Punk Singer,Sini Anderson,unknown,Documentary,2013
The Purge,James DeMonaco,unknown,"Sci-Fi, Thriller",2013
Rapture-Palooza,Paul Middleditch,unknown,Fantasy-comedy,2013
The Red Robin,Michael Z. Wechsler,unknown,Thriller,2013
RED 2,Dean Parisot,unknown,Action comedy,2013
A Resurrection,Matt Orlando,unknown,Horror,2013
Riddick,David Twohy,unknown,"Action, Sci-Fi",2013
R.I.P.D.,Robert Schwentke,unknown,"Buddy cop, Supernatural",2013
Roadside,Eric England,unknown,Mystery-Drama,2013
Robosapien: Rebooted,Sean McNamara,unknown,Animated,2013
Robotech: Love Live Alive,"Gregory Snegoff, Katsuhisa Yamada",unknown,Animated,2013
Runner Runner,Brad Furman,unknown,Thriller,2013
Safe Haven,Lasse Hallström,unknown,Romantic thriller,2013
Salinger,Shane Salerno,unknown,Documentary,2013
The Saratov Approach,Garrett Batty,unknown,Thriller,2013
Savannah,Annette Haywood-Carter,unknown,Drama,2013
Saving Lincoln,Salvador Litvak,unknown,Biographical,2013
Saving Mr. Banks,John Lee Hancock,unknown,Dramedy,2013
Saving Santa,Leon Joosen,unknown,Animated,2013
Scary Movie 5,Malcolm D. Lee,unknown,"Horror comedy, Parody",2013
Scenic Route,Kevin and Michael Goetz,unknown,Psychological thriller,2013
Scrapper,Brady Hall,unknown,Drama,2013
Season of Miracles,Dave Moody,unknown,Drama,2013
Sex Boss,Jackson Stewart,unknown,Dramedy,2013
The Secret Life of Walter Mitty,Ben Stiller,unknown,Dramedy,2013
Sexy Evil Genius,Shawn Piller,unknown,Comedy,2013
Shadow People,Matthew Arnold,unknown,Horror,2013
She Wants Me,Rob Margolies,unknown,Comedy,2013
Short Term 12,Destin Cretton,unknown,Drama,2013
Shotgun Wedding,Danny Roew,unknown,Comedy,2013
Side Effects,Steven Soderbergh,unknown,Thriller,2013
A Single Shot,David Rosenthal,unknown,"Drama, Thriller",2013
Skinwalker Ranch,Devin McGinn,unknown,Horror,2013
The Smurfs 2,Raja Gosnell,unknown,"Adventure, Family",2013
The Smurfs: The Legend of Smurfy Hollow,Stephan Franck,unknown,"Animated, Family",2013
Snitch,Ric Roman Vaugh,unknown,Action drama,2013
Some Velvet Morning,Neil LaBute,unknown,Drama,2013
Sound City,Dave Grohl,unknown,Documentary,2013
The Spectacular Now,James Ponsoldt,unknown,Drama,2013
Spiders 3D,Tibor Takács,unknown,Thriller,2013
Spirit of the Marathon II,Jon Dunham,unknown,Documentary,2013
Spring Breakers,Harmony Korine,unknown,"Comedy-drama, Crime thriller",2013
Standing Up,D. J. Caruso,unknown,Drama,2013
Stand Up Guys,Fisher Stevens,unknown,"Comedy, Crime",2013
Star Trek Into Darkness,J. J. Abrams,unknown,"Action-adventure, Sci-Fi",2013
The Starving Games,Jason Friedberg and Aaron Seltzer,unknown,Parody,2013
Stoker,Park Chan-wook,unknown,Psychological thriller,2013
Straight A's,James Cox,unknown,Romantic comedy,2013
Struck by Lightning,Brian Dannelly,unknown,"Comedy-drama, Teen",2013
Submit the Documentary,Les Ottolenghi,unknown,Documentary,2013
Sunlight Jr.,Laurie Collyer,unknown,Drama,2013
Super Buddies,Robert Vince,unknown,Family,2013
Superman: Unbound,James Tucker,unknown,"Animated, Superhero",2013
Sweetwater,Logan Miller,unknown,"Thriller, Western",2013
A Teacher,Hannah Fidell,unknown,Drama,2013
Temptation: Confessions of a Marriage Counselor,Tyler Perry,unknown,Romantic drama,2013
Test,Chris Mason Johnson,unknown,Drama,2013
Texas Chainsaw 3D,John Luessenhop,unknown,Slasher,2013
The Square,Jehane Noujaim,unknown,Documentary,2013
This Is the End,"Seth Rogen, Evan Goldberg",unknown,Comedy,2013
Thor: The Dark World,Alan Taylor,unknown,Superhero,2013
Turbo,David Soren,unknown,"Animated, Comedy, Family",2013
Tyler Perry Presents Peeples,Tina Gordon Chism,unknown,Comedy,2013
UnHung Hero,Brian Spitz,unknown,Documentary,2013
The Unknown Known,Errol Morris,unknown,Documentary,2013
The Unspeakable Act,Dan Sallitt,unknown,"Drama, Coming of age",2013
Unsupersize Me,Juan-Carlos F. Asse,unknown,Documentary,2013
The Upper Footage,Justin Cole,unknown,Found footage,2013
Upstream Color,Shane Carruth,unknown,Drama,2013
V/H/S/2,"Simon Barrett, Adam Wingard, Eduardo Sánchez, Gregg Hale, Timo Tjahjanto, Gareth Huw Evans, Jason Eisener",unknown,"Anthology, Horror",2013
Vehicle 19,Mukunda Michael Dewil,unknown,Thriller,2013
Violet & Daisy,Geoffrey Fletcher,unknown,"Action, Comedy-drama",2013
The Wait,M. Blash,unknown,Drama,2013
Walking with Dinosaurs,"Neil Nightingale, Barry Cook",unknown,"Documentary, Family",2013
Warm Bodies,Jonathan Levine,unknown,"Horror, Romantic comedy",2013
"The Way, Way Back","Nat Faxon, Jim Rash",unknown,Dramedy,2013
We Are What We Are,Jim Mickle,unknown,Horror,2013
We Steal Secrets: The Story of WikiLeaks,Alex Gibney,unknown,Documentary,2013
We're the Millers,Rawson Marshall Thurber,unknown,Comedy,2013
Welcome to the Jungle,Rob Meltzer,unknown,Comedy,2013
White House Down,Roland Emmerich,unknown,Action comedy,2013
White Reindeer,Zach Clark,unknown,Comedy,2013
The Wicked,Peter Winther,unknown,Horror,2013
The Wolf of Wall Street,Martin Scorsese,unknown,"Bio-pic, Black comedy",2013
The Wolverine,James Mangold,unknown,Superhero,2013
World War Z,Marc Forster,unknown,Action-adventure,2013
Wrong,Quentin Dupieux,unknown,Comedy,2013
Wrong Cops,Quentin Dupieux,unknown,Comedy,2013
You're Next,Adam Wingard,unknown,Horror,2013
You Are Here,Matthew Weiner,unknown,Drama,2013
Zero Charisma,Katie Graham,unknown,Comedy,2013
Zombie Hunter,Kevin King,unknown,Thriller,2013
Paranormal Activity: The Marked Ones,Christopher B. Landon,Jorge DiazAndrew JacobsGabrielle WalshRichard Cabral,Horror,2014
Open Grave,González López-Gallego,Sharlto CopleyJoseph MorganJosie HoThomas Kretschmann,Thriller,2014
Cold Comes the Night,Tze Shun,Alice EveBryan CranstonLogan Marshall-GreenUrsula Parker,Thriller,2014
Dumbbells,Christopher Livingston,Brian DroletHoyt RichardsJaleel White,Comedy,2014
The Legend of Hercules,Renny Harlin,Kellan LutzGaia WeissScott Adkins,Fantasy,2014
Raze,Josh C. Waller,Zoë BellRachel NicholsTracie Thoms,Thriller,2014
Back in the Day,Michael Rosenbaum,Michael RosenbaumMorena BaccarinKristoffer PolahaIsaiah Mustafa,Comedy,2014
Devil's Due,Matt Bettinelli-OlpinTyler Gillett,Zach GilfordAllison MillerSam AndersonAimee Carrero,Horror,2014
Jack Ryan: Shadow Recruit,Kenneth Branagh,Chris PineKeira KnightleyKevin CostnerKenneth Branagh,Thriller,2014
Jamesy Boy,Trevor White,Spencer LofrancoMary-Louise ParkerTaissa FarmigaJames Woods,Drama,2014
The Nut Job,Peter Lepeniotis,Will ArnettBrendan FraserGabriel IglesiasLiam Neeson,Comedy,2014
Ride Along,Tim Story,Ice CubeKevin HartJohn LeguizamoBruce McGill,Comedy,2014
Black Water Vampire,Evan Tramel,Danielle LozeauAndrea MonierAnthony FanelliRobin Steffen,Horror,2014
"I, Frankenstein",Stuart Beattie,Aaron EckhartBill NighyYvonne StrahovskiMiranda Otto,Action,2014
Mega Shark Versus Mecha Shark,Emile Edwin Smith,Christopher JudgeElisabeth RöhmDebbie Gibson,Disaster,2014
Labor Day,Jason Reitman,Kate WinsletJosh BrolinGattlin GriffithTobey Maguire,Drama,2014
That Awkward Moment,Tom Gormican,Zac EfronMiles TellerMichael B. JordanImogen Poots,Romantic comedy,2014
Somewhere Slow,Jeremy O'Keefe,Jessalyn GilsigDavid CostabileGraham Patrick MartinWallace Langham,Drama,2014
Android Cop,Mark Atkins,Michael Jai WhiteKadeem HardisonRandy WayneCharles S. Dutton,Action,2014
The Monuments Men,George Clooney,George ClooneyMatt DamonBill MurrayJohn Goodman,War,2014
The Outsider,Brian A. Miller,Craig FairbrassJames CaanShannon Elizabeth,Crime drama,2014
Scorned,Mark Jones,AnnaLynne McCordBilly ZaneViva Bianca,Thriller,2014
After the Dark,John Huddles,Sophie LoweRhys WakefieldJames D'Arcy,Thriller,2014
Nurse 3D,Doug Aarniokoski,Paz de la HuertaKatrina BowdenCorbin Bleu,Horror,2014
The Pretty One,Jenée LaMarque,Zoe KazanJake JohnsonRon LivingstonSterling Beaumon,Comedy,2014
Vampire Academy,Mark Waters,Zoey DeutchLucy FryDanila Kozlovsky,Fantasy,2014
About Last Night,Steve Pink,Kevin HartMichael EalyRegina HallJoy Bryant,Romantic comedy,2014
Adult World,Scott Coffey,Emma RobertsJohn CusackEvan Peters,Comedy,2014
Camp Takota,Chris Riedell,Grace HelbigHannah HartMamrie Hart,Comedy,2014
Date and Switch,Chris Nelson,Nicholas BraunGary ColeDakota JohnsonHunter Cope,Comedy,2014
Endless Love,Shana Feste,Alex PettyferGabriella WildeBruce GreenwoodRobert Patrick,Romance,2014
RoboCop,José Padilha,Joel KinnamanGary OldmanMichael KeatonSamuel L. Jackson,Action,2014
Someone Marry Barry,Rob Pearlstein,"Tyler LabineDamon Wayans, Jr.Lucy PunchHayes MacArthur",Comedy,2014
Apocalypse Pompeii,Ben Demaree,Adrian PaulJohn Rhys-DaviesDylan Vox,Action,2014
3 Days to Kill,McG,Kevin CostnerAmber HeardHailee SteinfeldConnie Nielsen,Thriller,2014
Angels in Stardust,William Robert Carey,Alicia SilverstoneBilly BurkeAJ Michalka,Comedy,2014
Barefoot,Andrew Fleming,Evan Rachel WoodScott SpeedmanTreat WilliamsJ. K. Simmons,Romantic-comedy,2014
Holy Ghost People,Mitchell Altieri,Emma GreenwellJoe EgenderCameron Richardson,Thriller,2014
The Bag Man,David Grovic,John CusackRebecca Da CostaRobert De NiroCrispin Glover,Action,2014
Non-Stop,Jaume Collet-Serra,Liam NeesonJulianne MooreScoot McNairyMichelle Dockery,Action,2014
Repentance,Philippe Caland,Forest WhitakerAnthony MackieNicole Ari Parker,Thriller,2014
Son of God,Christopher Spencer,Diogo MorgadoRoma DowneyDarwin Shaw,Christian,2014
300: Rise of an Empire,Noam Murro,Sullivan StapletonEva GreenLena HeadeyRodrigo Santoro,Fantasy,2014
Mr. Peabody & Sherman,Rob Minkoff,Ty BurrellMax CharlesAriel WinterLeslie Mann,Adventure,2014
Better Living Through Chemistry,David Posamentier,Sam RockwellOlivia WildeMichelle MonaghanRay Liotta,Comedy-drama,2014
Need for Speed,Scott Waugh,Aaron PaulDominic CooperImogen PootsKid Cudi,Action,2014
The Single Moms Club,Tyler Perry,Nia LongAmy SmartCocoa BrownWendi McLendon-Covey,Drama,2014
Veronica Mars,Rob Thomas,Kristen BellJason DohringKrysten RitterRyan Hansen,Comedy drama,2014
Cheap Thrills (film),E. L. Katz,Pat HealyEthan EmbryDavid KoechnerSara Paxton,Comedy,2014
Divergent,Neil Burger,Shailene WoodleyTheo JamesAshley JuddJai CourtneyZoë Kravitz,Science fiction,2014
God's Not Dead,Harold Cronk,Kevin SorboShane HarperDavid A. R. WhiteDean Cain,Christian,2014
Muppets Most Wanted,James Bobin,Ricky GervaisTy BurrellSteve WhitmireTina Fey,Comedy,2014
50 to 1,Jim Wilson,Christian KaneWilliam DevaneSkeet Ulrich,Drama,2014
Noah,Darren Aronofsky,Russell CroweEmma WatsonLogan LermanAnthony Hopkins,Biblical,2014
Sabotage,David Ayer,Arnold SchwarzeneggerTerrence HowardSam WorthingtonOlivia Williams,Action,2014
The Ladies of the House,John Stuart Wildman,Michelle SinclairMelodie SiskSamrat Chakrabarti,Horror,2014
Alien Abduction,Matty Beckerman,Katherine SigismundCorey EidRiley PolanskiJeff Bowser,Horror,2014
Captain America: The Winter Soldier,Russo Brothers,Chris EvansScarlett JohanssonSebastian StanAnthony Mackie,Superhero,2014
In the Blood,John Stockwell,Gina CaranoCam GigandetDanny Trejo,Action,2014
Jinn,Ajmal Zaheer Ahmad,Dominic RainsSerinda SwanRay ParkWilliam Atherton,Thriller,2014
Draft Day,Ivan Reitman,Kevin CostnerJennifer GarnerDenis LearyFrank Langella,Drama,2014
Oculus,Mike Flanagan,Karen GillanBrenton ThwaitesRory Cochrane,Horror,2014
Rio 2,Carlos Saldanha,Jesse EisenbergAnne HathawayJamie FoxxLeslie Mann,Animated,2014
Asian School Girls,Lawrence Silverstein,Sam AotakiCatherine Hyein KimMinnie ScarletBelle Hengsathorn,Action,2014
Heaven Is for Real,Randall Wallace,Connor CorumGreg KinnearKelly ReillyLance Styles,Christian,2014
Authors Anonymous,Ellie Kanner,Kaley CuocoChris KleinJonathan BanksTricia Helfer,Comedy,2014
A Haunted House 2,Michael Tiddes,Marlon WayansJaime PresslyEssence Atkins,Black comedy,2014
Kid Cannabis,John Stockwell,Jonathan Daniel BrownKenny WormaldAmanda TappingAaron Yoo,Comedy-drama,2014
Transcendence,Wally Pfister,Johnny DeppMorgan FreemanRebecca Hall,Science fiction,2014
13 Sins,Daniel Stamm,Devon GrayeMark WebberRon Perlman,Horror,2014
Brick Mansions,Camille Delamarre,Paul WalkerDavid BelleRZACatalina Denis,Action,2014
The Other Woman,Nick Cassavetes,Cameron DiazLeslie MannKate UptonNicki Minaj,Romantic comedy,2014
Walking with the Enemy,Mark Schmidt,Jonas ArmstrongBen KingsleyHannah TointonSimon Kunz,Drama,2014
The Amazing Spider-Man 2,Marc Webb,Andrew GarfieldEmma StoneJamie FoxxDane DeHaan,Action,2014
Bad Johnson,Huck Botko,Cam GigandetNick ThuneJamie ChungKatherine Cunningham,Comedy,2014
Decoding Annie Parker,Steven Bernstein,Samantha MortonHelen HuntAaron Paul,Drama,2014
Walk of Shame,Steven Brill,Elizabeth BanksJames MarsdenGillian JacobsOliver Hudson,Comedy,2014
Devil's Knot,Atom Egoyan,Colin FirthReese WitherspoonKevin DurandDane DeHaan,Thriller,2014
God's Pocket,John Slattery,Philip Seymour HoffmanRichard JenkinsChristina HendricksCaleb Landry Jones,Drama,2014
'Moms' Night Out,Andrew Erwin,Sarah DrewSean AstinPatricia Heaton,Comedy,2014
Neighbors,Nicholas Stoller,Seth RogenZac EfronRose ByrneDave Franco,Comedy,2014
Stage Fright,Jerome Sable,Allie MacDonaldMinnie DriverMeat LoafBrandon Uranowitz,Horror,2014
Godzilla,Gareth Edwards,Aaron Taylor-JohnsonKen WatanabeElizabeth OlsenSally Hawkins,Science fiction,2014
Million Dollar Arm,Craig Gillespie,Jon HammAasif MandviMadhur MittalLake Bell,Drama,2014
The Angriest Man in Brooklyn,Phil Alden Robinson,Peter DinklageRobin WilliamsMila KunisJames Earl Jones,Comedy-drama,2014
Blended,Frank Coraci,Adam SandlerDrew BarrymoreBella ThorneEmma Fuhrmann,Romantic comedy,2014
Cold in July,Jim Mickle,Michael C. HallSam ShepardDon JohnsonVinessa Shaw,Crime drama,2014
X-Men: Days of Future Past,Bryan Singer,Hugh JackmanJames McAvoyMichael FassbenderHalle Berry,Superhero,2014
Maleficent,Robert Stromberg,Angelina JolieElle FanningSharlto CopleySam Riley,Fantasy,2014
A Million Ways to Die in the West,Seth MacFarlane,Seth MacFarlaneCharlize TheronAmanda SeyfriedNeil Patrick Harris,Comedy,2014
Edge of Tomorrow,Doug Liman,Tom CruiseEmily BluntBill Paxton,Action,2014
The Fault in Our Stars,Josh Boone,Shailene WoodleyAnsel ElgortNat WolffLaura Dern,Drama,2014
Ping Pong Summer,Michael Tully,Susan SarandonJohn HannahLea ThompsonAmy Sedaris,Comedy,2014
22 Jump Street,Phil Lord and Christopher Miller,Channing TatumJonah HillIce CubePeter StormareDave Franco,ActionComedy,2014
Hellion,Kat Candler,Aaron PaulJuliette LewisJosh WigginsDeke Garner,Drama,2014
How to Train Your Dragon 2,Dean DeBlois,Jay BaruchelCate BlanchettGerard ButlerJonah Hill,Fantasy,2014
Lullaby,Andrew Levitas,Amy AdamsGarrett HedlundTerrence Howard,Drama,2014
Murder 101,Michael Phillip Edwards,Tom SizemorePaige LaPierreRandy IrwinJamison Haase,Horror,2014
Obvious Child,Gillian Robespierre,Jenny SlateJake LacyGaby HoffmannDavid Cross,Romantic comedy,2014
The Signal,William Eubank,Brenton ThwaitesLaurence FishburneOlivia CookeBeau Knapp,Thriller,2014
Jersey Boys,Clint Eastwood,John Lloyd YoungErich BergenVincent PiazzaChristopher Walken,Musical,2014
Think Like a Man Too,Tim Story,Michael EalyJerry FerraraMeagan GoodRegina Hall,Comedy,2014
Rebound,Megan Freels Johnson,Kevin BullaAshley JamesDan Sutter,Horror,2014
America: Imagine the World Without Her,Dinesh D'Souza,Don TaylorMichelle SwinkDinesh D'SouzaJosh Bonzie,Political documentary,2014
They Came Together,David Wain,Paul RuddAmy PoehlerCobie SmuldersChristopher Meloni,Comedy,2014
Transformers: Age of Extinction,Michael Bay,Mark WahlbergStanley TucciKelsey GrammerNicola Peltz,Science fiction,2014
Deliver Us from Evil,Scott Derrickson,Eric BanaÉdgar RamírezOlivia MunnSean Harris,Horror,2014
Earth to Echo,Dave Green,Teo HalmReese HartwigJason Gray-Stanford,Science fiction,2014
School Dance,Nick Cannon,Bobb'e J. ThompsonMike EppsLuenellWilmer Valderrama,Musical,2014
Tammy,Ben Falcone,Melissa McCarthySusan SarandonGary ColeMark Duplass,Comedy,2014
Boyhood,Richard Linklater,Patricia ArquetteEllar ColtraneLorelei LinklaterEthan Hawke,Drama,2014
Dawn of the Planet of the Apes,Matt Reeves,Andy SerkisJason ClarkeToby KebbellGary OldmanKodi Smit-McPhee,Science fiction,2014
Rage,Paco Cabezas,Nicolas CagePeter StormareDanny GloverMax Ryan,Crime thriller,2014
Road to Paloma,Jason Momoa,Jason MomoaLisa BonetMichael Raymond-JamesWes Studi,Thriller,2014
I Origins,Mike Cahill,Michael PittBrit MarlingAstrid Berges-FrisbeySteven Yeun,Drama,2014
Persecuted,Daniel Lusko,James RemarBruce DavisonDean StockwellRaoul Trujillo,Drama,2014
Planes: Fire & Rescue,Roberts Gannaway,Dane CookStacy KeachBrad GarrettDanny Mann,Adventure,2014
The Purge: Anarchy,James DeMonaco,Frank GrilloCarmen EjogoZach GilfordKiele Sanchez,Horror,2014
Sex Tape,Jake Kasdan,Cameron DiazJason SegelRob CorddryRob Lowe,Romantic comedy,2014
Tiger Orange,Wade Gasque,Mark StranoFrankie ValentiGregory Marcel,Drama,2014
Wish I Was Here,Zach Braff,Zach BraffKate HudsonJoey KingJosh Gad,Comedy-drama,2014
And So It Goes,Rob Reiner,Michael DouglasDiane KeatonSterling JernisAnnie Parisse,Romantic comedy,2014
Happy Christmas,Joe Swanberg,Anna KendrickLena DunhamMelanie Lynskey,Drama,2014
Hercules,Brett Ratner,Dwayne JohnsonIan McShaneRufus SewellJoseph Fiennes,Action,2014
Magic in the Moonlight,Woody Allen,Colin FirthEmma StoneHamish LinklaterJacki Weaver,Romantic comedy,2014
My Man Is a Loser,Mike Young,John StamosMichael RapaportTika Sumpter,Comedy,2014
Get on Up,Tate Taylor,Chadwick BosemanNelsan EllisDan AykroydOctavia Spencer,Drama,2014
Guardians of the Galaxy,James Gunn,Vin DieselDave BautistaZoe SaldanaChris PrattBradley Cooper,Superhero,2014
Mercenaries,Christopher Douglas Ray,Brigitte NielsenTim AbellCynthia RothrockKristanna Loken,Action,2014
4 Minute Mile,Charles-Olivier Michaud,Analeigh TiptonCam GigandetKim BasingerKelly Blatz,Drama,2014
The Hundred-Foot Journey,Lasse Hallström,Helen MirrenOm PuriManish DayalCharlotte Le Bon,Comedy,2014
Into the Storm,Steven Quale,Richard ArmitageSarah Wayne CalliesNathan KressAlycia Debnam-Carey,Disaster,2014
Step Up: All In,Trish Sie,Ryan GuzmanBriana EviganMisha GabrielAlyson Stoner,Dance,2014
Teenage Mutant Ninja Turtles,Jonathan Liebesman,Megan FoxAlan RitchsonWill ArnettNoel Fisher,Science fiction,2014
Let's Be Cops,Luke Greenfield,"Damon Wayans, Jr.Jake JohnsonNina DobrevRob Riggle",Comedy,2014
The Expendables 3,Patrick Hughes,Sylvester StalloneJason StathamAntonio BanderasArnold Schwarzenegger,Action,2014
