Title,Director,Cast,Genre,Year,new_Genre
Agent Bhairava,unknown,"Vijay, Keerthy Suresh, Jagapati Babu, Daniel Balaji",unknown,2017,unknown
Mom,unknown,"Sridevi, Nawazuddin Siddiqui, Akshaye Khanna, Sajal Ali",unknown,2017,unknown
Spider-Man: Homecoming,unknown,"Tom Holland, Zendaya, Robert Downey Jr., Marisa Tomei, Michael Keaton",unknown,2017,unknown
War for the Planet of the Apes,unknown,"Andy Serkis, Woody Harrelson, Amiah Miller, Judy Greer, Steve Zahn",unknown,2017,unknown
Dandupalyam 2,unknown,"Pooja Gandhi, Sanjjanaa, Makarand Deshpande, Prakash Raj, P. Ravishankar",unknown,2017,unknown
Team 5,unknown,"S. Sreesanth, Nikki Galrani, Makarand Deshpande, Pearle Maaney",unknown,2017,unknown
Vasuki,unknown,"Nayantara, Mammootty",unknown,2017,unknown
Annabelle : Creation,unknown,"Stephanie Sigman, Miranda Otto, Anthony LaPaglia, Talitha Bateman, Grace Fulton",unknown,2017,unknown
Vivekam,unknown,"Ajith Kumar, Kajal Aggarwal, Vivek Oberoi, Akshara Haasan",unknown,2017,unknown
Rathaavaram,unknown,"Sriimurali, Rachita Ram, P. Ravishankar, Sadhu Kokila",unknown,2017,unknown
It,unknown,"Bill Skarsgard, Finn Wolfhard, Sophia Lillis, Jaeden Lieberher, Jack Dylan Grazer",unknown,2017,unknown
15 September,unknown,Tamil,unknown,2017,unknown
Kingsman: The Golden Circle,unknown,"Taron Egerton, Colin Firth, Mark Strong, Julianne Moore, Halle Berry",unknown,2017,unknown
Andamaina Jeevitham,unknown,"Dulquer Salmaan, Anupama Parameswaran, Aishwarya Rajesh, Mukesh, Vinu Mohan",unknown,2017,unknown
The Foreigner,unknown,"Jackie Chan, Pierce Brosnan, Katie Leung, Simon Kunz, Liu Tao",unknown,2017,unknown
Adirindi,unknown,"Vijay, Nithya Menen, Kajal Aggarwal, Samantha Ruth Prabhu, S. J. Suryah",unknown,2017,unknown
Mr. Karthik,unknown,"Dhanush, Richa Gangopadhyay, Sunder Ramu, Ravi Prakash, Mathivanan Rajendran",unknown,2017,unknown
Geostorm,unknown,"Gerard Butler, Abbie Cornish, Ed Harris, Andy Garcia, Jim Sturgess",unknown,2017,unknown
Thor: Ragnarok,unknown,"Chris Hemsworth, Mark Ruffalo, Cate Blanchett, Tom Hiddleston, Tessa Thompson",unknown,2017,unknown
Detective,unknown,"Vishal Krishna, Anu Emmanuel, Vinay Rai, Andrea Jeremiah",unknown,2017,unknown
Khakhi,unknown,"Karthi, Rakul Preet Singh, Abhimanyu Singh, Bose Venkat",unknown,2017,unknown
Hey Pillagada,unknown,"Dulquer Salmaan, Sai Pallavi, Chemban Vinod Jose, Soubin Shahir",unknown,2017,unknown
Julie 2,unknown,"Raai Laxmi, Ravi Kishan, Pankaj Tripathi",unknown,2017,unknown
Indrasena,unknown,"Vijay Antony, Diana Champika, Radha Ravi, Kaali Venkat",unknown,2017,unknown
10,unknown,"Vikram, Samantha Ruth Prabhu, Jackie Shroff, Pasupathy, Abhimanyu Singh, Rahul Dev",unknown,2017,unknown
Amazon Obhijaan,unknown,"Dev, Laboni Sarkar, Tamal Ray Chowdhury",unknown,2017,unknown
Jumanji: Welcome To The Jungle,unknown,"Dwayne Johnson, Karen Gillan, Kevin Hart, Jack Black, Nick Jonas",unknown,2017,unknown
Project Z,unknown,"Sundeep Kishan, Lavanya Tripathi, Jackie Shroff",unknown,2017,unknown
Chilkur Balaji,Allani Sridhar,"Sunil Sharma, Saikumar, S. P. Balasubrahmanyam, Aamani, Bhanu Sri Mehra, Suman",unknown,2018,unknown
Agnyaathavaasi,Trivikram Srinivas,"Pawan Kalyan, Keerthy Suresh, Anu Emmanuel, Aadhi Pinisetty, Boman Irani",unknown,2018,Drama Action
Jai Simha,K. S. Ravikumar,"Nandamuri Balakrishna, Nayantara, Haripriya, Natasha Doshi, Prakash Raj, Ashutosh Rana",unknown,2018,Action Comedy Drama Family
Rangula Ratnam,Sri Rajani,"Raj Tarun, Chitra Shukla, Priyadarshi Pullikonda, Sithara",unknown,2018,Family Romance Comedy
3 Mukhi,Aishwarya Addala,"Aishwarya Addala, Satyanand, Gopi Chand, Yadha Kumar",unknown,2018,unknown
Ego,R. V. Subramanyam,"Aashish Raj Bidkikar, Simran Sharma, Diksha Panth",unknown,2018,unknown
Bhaagamathie,G. Ashok,"Anushka Shetty, Jayaram, Unni Mukundan, Asha Sarath, Murali Sharma",unknown,2018,Thriller Horror Crime Mystery
Chalo,Venky Kudumula,"Naga Shaurya, Rashmika Mandanna, Naresh, Achyuth Kumar, Raghu Babu",unknown,2018,Action Romance Comedy
HBD - Hacked By Devil,Krishna Karthik,"Santoshi Sharma, Meghana, Himaja",unknown,2018,unknown
Touch Chesi Chudu,Vikram Sirikonda,"Ravi Teja, Raashi Khanna, Seerat Kapoor, Freddy Daruwala",unknown,2018,Action
Howrah Bridge,Revan Yadhu,"Rahul Ravindran, Chandini Chowdhary, Manali Rathod, Rao Ramesh, Ajay, Ali",unknown,2018,Thriller Romance Action
Gayatri,R. R. Madan,"Mohan Babu, Shriya Saran, Vishnu Manchu, Brahmanandam",unknown,2018,Family Action Thriller
Inttelligent,V. V. Vinayak,"Sai Dharam Tej, Lavanya Tripathi, Rahul Dev, Ashish Vidyarthi, Sayaji Shinde, Nassar, Dev Gill, Jaya Prakash Reddy, Brahmanandam",unknown,2018,Action
Tholi Prema,Venky Atluri,"Varun Tej, Raashi Khanna",unknown,2018,Comedy Romance
Idi Naa Love Story,M. Ramesh Gopi,"Tarun Kumar, Oviya, Manchu Manoj",unknown,2018,unknown
Awe,Prashanth Varma,"Kajal Aggarwal, Nithya Menen, Regina Cassandra, Eesha Rebba, Srinivas Avasarala, Murali Sharma",unknown,2018,Romance Action Drama
Manasuku Nachindi,Manjula Ghattamaneni,"Sundeep Kishan, Amyra Dastur, Tridha Choudhury, Adith Arun, Priyadarshi Pullikonda",unknown,2018,Action Romance Family
Rachayitha,Vidya Sagar Raju,"Vidya Sagar Raju, Sanchita Padukone, Ragini, Supriya",unknown,2018,unknown
Soda Golisoda,Hari Babu,"Maanas, Nitya Naresh, Brahmanandam, Ali, Shakalaka Shankar, Krishna Bhagawan",unknown,2018,unknown
Chalte Chalte,Pradeep K. K.,"Vishwadev Rachakonda, Priyanka Jain, Rajashree Nayar, Shayaji Shinde, Rao Ramesh",unknown,2018,unknown
Hyderabad Love Story,Raj Satya,"Rahul Ravindran, Sija Rose, Reshmi Menon",unknown,2018,unknown
Juvva,Trikoti Peta,"Ranjith somi, Palak Lalwani, Posani Krishna Murali, Ali",unknown,2018,Action
Raa Raa,L. Ramakrishna Raju,"Meka Srikanth, Naziya, Posani Krishna Murali, Raghu Karumanchi, Shakalaka Shankar",unknown,2018,Comedy Horror
Ye Mantram Vesave,Sridhar Marri,"Vijay Deverakonda, Shivani Singh",unknown,2018,Thriller Romance
Aithe 2.0,Raj Madiraju,"Indraneil Sengupta, Zara Shah, Kartavya Sharma, Abhishek Gupta",unknown,2018,unknown
Kirrak Party,Sharan Koppisetty,"Nikhil Siddharth, Simran Pareenja, Samyuktha Hegde, Rakendu Mouli",unknown,2018,Drama Comedy Romance
Nelluri Pedda Reddy,V. J. Reddy,"Satish Reddy, Mouryani, Ambati Srinivas",unknown,2018,unknown
Vadena,Sai Suneel Nimmala,"Shiv Tandel, Neha Deshpande, Ajay Ghosh",unknown,2018,unknown
Manasainodu,Satyavarapu Venkateswararao,"Manoj Nandam, Priya Singh, Posani Krishna Murali, Raghu Babu",unknown,2018,unknown
Anaganaga Oka Vullo,Sai Krishna K. V.,"Ashok Kumar, Priyanka Sharma, Suman, Krishnudu",unknown,2018,unknown
MLA,Upendra Madhav,"Nandamuri Kalyan Ram, Kajal Aggarwal, Ravi Kishan, Brahmanandam",unknown,2018,Action Drama
Needi Naadi Oke Katha,Udugula Venu,"Sree Vishnu, Satna Titus, Nara Rohit, Posani Krishna Murali",unknown,2018,Drama Family
Rangasthalam,Sukumar,"Ram Charan, Samantha Akkineni, Aadhi Pinisetty, Jagapathi Babu, Prakash Raj",unknown,2018,Action Drama
Chal Mohan Ranga,Krishna Chaitanya,"Nithiin, Megha Akash, Madhunandan, Rao Ramesh, Sanjay Swaroop",unknown,2018,Romance Comedy Family
Satya Gang,Prabhas Nimmala,"Sathvik Eshwar, Prathyush, Akshita, Harshitha Singh, Suman, Suhasini Maniratnam",unknown,2018,unknown
Ameerpet 2 America,Challa Bhanu Kiran Rammohan Komanduri,"Tejas, Pallavi Dora, Vamsi Krishna, Vamshi Koduri, Meghana Lokesh, Sasha Singh, Mahita Beeram",unknown,2018,unknown
Krishnarjuna Yuddham,Merlapaka Gandhi,"Nani, Anupama Parameswaran, Rukshar Mir, Brahmaji",unknown,2018,unknown
Mercury,Karthik Subbaraj,"Prabhu Deva, Sananth Reddy, Remya Nambeesan, Deepak Paramesh, Shashank Purushotham, Anish Padmanabhan, Indhuja",unknown,2018,unknown
Bharat Ane Nenu,Koratala Siva,"Mahesh Babu, Kiara Advani, Prakash Raj, R. Sarathkumar, Devaraj, P. Ravi Shankar, Rao Ramesh, Yashpal Sharma",unknown,2018,Drama Action
Achari America Yatra,G. Nageswara Reddy,"Vishnu Manchu, Pragya Jaiswal, Brahmanandam, Pradeep Rawat, Thakur Anoop Singh, Kota Srinivasa Rao",unknown,2018,Family Comedy
Kanam,A. L. Vijay,"Sai Pallavi, Veronica Arora, Naga Shourya, Nizhalgal Ravi",unknown,2018,unknown
Endaro Mahanubhavulu,Thallada Sai Krishna,"Thallada Sai Krishna, Anisha, Indu, Shalini, Tanikella Bharani",unknown,2018,unknown
Junction Lo Jayamalini,Narra Sivanageswara Rao,"Ravikanth, Kavya Kapoor",unknown,2018,unknown
"Naa Peru Surya, Naa Illu India",Vakkantham Vamsi,"Allu Arjun, Arjun Sarja, Anu Emmanuel, R. Sarathkumar, Boman Irani, Thakur Anoop Singh, Sai Kumar, Pradeep Rawat, Harish Uthaman, Rao Ramesh, Nadhiya, Vennela Kishore",unknown,2018,Action
Mahanati,Nag Ashwin,"Keerthi Suresh, Dulquer Salman, Samantha Akkineni, Vijay Devarakonda, Rajendra Prasad",unknown,2018,Drama
Mehbooba,Puri Jagannadh,"Akash Puri, Neha Shetty, Vishnu Reddy, Sayaji Shinde",unknown,2018,Drama Romance War Family
Annadata Sukhibhava,R. Narayana Murthy,R. Narayana Murthy,unknown,2018,unknown
Seenugadi Prema,R. K.,"Srinivasa Rao, Bindu Barbie",unknown,2018,unknown
Nela Ticket,Kalyan Krishna,"Ravi Teja, Malvika Sharma, Jagapathi Babu, Sampath Raj, Priyadarshi Pullikonda, Ali",unknown,2018,Action Drama
Ammammagarillu,Sundar Surya,"Naga Shourya, Shamili, Sumithra, Rao Ramesh, Posani Krishna Murali",unknown,2018,Drama Family Romance
Officer,Ram Gopal Varma,"Nagarjuna Akkineni, Myra Sareen, Sayaji Shinde",unknown,2018,Action
Raju Gadu,Sanjana Reddy,"Raj Tarun, Amyra Dastur, Rajendra Prasad, Sithara, Rao Ramesh",unknown,2018,Comedy Romance
Best Lovers,Nandi Venkat Reddy,"Sri Karan, Amrutha, Divya",unknown,2018,Drama Romance
Naa... Nuvve,Jayendra Panchapakesan,"Nandamuri Kalyan Ram, Tamannaah, Posani Krishna Murali, Tanikella Bharani, Surekha Vani",unknown,2018,Romance Comedy
Sammohanam,Mohan Krishna Indraganti,"Sudheer Babu, Aditi Rao Hydari, Shishir Sharma, Pavitra Lokesh, Tanikella Bharani",unknown,2018,Romance Drama
Jamba Lakidi Pamba,J. B. Murali Krishna,"Srinivas Reddy, Siddhi Idnani, Posani Krishna Murali, Vennela Kishore, Raghu Babu",unknown,2018,Comedy Fantasy
Ee Nagariniki Emaindi,Tharun Bhascker Dhaassyam,"Vishwak Sen, Sai Sushanth, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose",unknown,2018,unknown
Sanjeevani,Ravi Vide,"Anuraag Dev, Manoj Chandra, Swetaa Varma",unknown,2018,unknown
Shambho Shankara,N. Sreedhar,"Shakalaka Shankar, Karunya Chowdhary, Ajay Ghosh, Ravi Prakash",unknown,2018,unknown
Pantham,K. Chakravarthy,"Gopichand, Mehreen Pirzada, Sampath Raj, Mukesh Rishi, Pavitra Lokesh, Jaya Prakash Reddy, Ashish Vidyarthi, Sayaji Shinde",unknown,2018,Drama Action
Aghora,Rao Durgam,"Yuvaraj Rejeti, Nagendra Babu, Ponnambalam, Uttej, Jackee",unknown,2018,Drama
Divya Mani,Giridhar Gopal,"Suresh Kamal, Vaishali Deepak",unknown,2018,unknown
Tej I Love You,A. Karunakaran,"Sai Dharam Tej, Anupama Parameswaran, Surekha Vani, Jayaprakash, Pavitra Lokesh",unknown,2018,Romance Drama
RX 100,Ajay Bhupathi,"Karthikeya, Payal Rajput, Rao Ramesh, Ramki",unknown,2018,Drama Action Romance
Vijetha,Rakesh Shashii,"Kalyaan Dhev, Malavika Nair, Murali Sharma, Nassar",unknown,2018,Drama Action Romance
Aatagadharaa Siva,Chandra Siddhartha,"Uday Shankar, Doddanna, Hyper Aadi, Chammak Chandra",unknown,2018,Drama Thriller Comedy
Lover,Aneesh Krishna,"Raj Tarun, Riddhi Kumar",unknown,2018,unknown
Wife of Ram,Vijay Yelakanti,"Lakshmi Manchu, Samrat Reddy",unknown,2018,Thriller Crime
Saakshyam,Sriwass,"Bellamkonda Sreenivas, Pooja Hegde, Sarath Kumar, Meena, Jagapathi Babu, Ravi Kishan, Ashutosh Rana",unknown,2018,Action Romance Fantasy
Happy Wedding,Lakshman Karya,"Sumanth Ashwin, Niharika Konidela, Naresh, Murli Sharma",unknown,2018,Romance Drama
Brand Babu,Prabhakar Podakandla,"Sumanth Shailendra, Eesha Rebba, Nalini, Murli Sharma",unknown,2018,Comedy Romance
Chi La Sow,Rahul Ravindran,"Sushanth, Ruhani Sharma, Vennela Kishore, Anu Haasan, Vidyullekha Raman",unknown,2018,Romance Comedy
Goodachari,Sashi Kiran Tikka,"Adivi Sesh, Sobhita Dhulipala, Prakash Raj, Jagapathi Babu, Madhu Shalini, Vennela Kishore",unknown,2018,Thriller Action
Siva Kasipuram,Hareesh Vattikutti,"Rajesh Sri Chakravarthy, Priyanka Sharma, Chammak Chandra",unknown,2018,unknown
Tharuvatha Evaru,G. Krishna Reddy Rajesh Koduru,"Manoj, Priyanka Sharma, Kamal Kamaraju",unknown,2018,Thriller Horror
Srinivasa Kalyanam,Satish Vegesna,"Nithiin, Raashi Khanna, Nandita Swetha, Prakash Raj",unknown,2018,Drama Family
Geetha Govindam,Parasuram,"Vijay Devarakonda, Rashmika Mandanna, Nagendra Babu",unknown,2018,Romance
Aatagallu,Paruchuri Murali,"Nara Rohit, Jagapathi Babu, Darshana Banik, Brahmanandam",unknown,2018,Thriller Action Crime
Anthaku Minchi,Jhony,"Jai, Rashmi Gautam",unknown,2018,Horror Romance
Neevevaro,Hari Nath,"Aadhi Pinisetty, Taapsee Pannu, Ritika Singh, Vennela Kishore",unknown,2018,Thriller Romance
Super Sketch,Ravi Chavali,"Narsingh Makkala, Gary Tantony, Indra Sena, Sameer Datta, Sophiya",unknown,2018,unknown
@Nartanasala,Srinivas Chakravarthy,"Naga Shourya, Kashmira Pardeshi, Yamini Bhaskar, Jayaprakash Reddy, Ajay",unknown,2018,Drama Romance Comedy
Paper Boy,V. Jayashankar,"Santhosh Shoban, Riya Suman, Tanya Hope",unknown,2018,Romance
Sameeram,Ravi Gundaboina,"Yashwanth, Amrita Acharya, Getup Srinu, Jabardasth Ramu",unknown,2018,Drama Romance
Anu Vamsi Katha,Ramesh Mukkera,"Santhosh Raj, Neha Deshpande, Suman, Chammak Chandra",unknown,2018,unknown
C/o Kancharapalem,Venkatesh Maha,"Nithya Sree, Mohan Bhagath, Kesava. K, Radha Bessey, Vijaya Praveena Paruchuri, Subba Rao",unknown,2018,Drama
Manu,Phanindra Narsetti,"Raja Gautham, Chandini Chowdhary, Aberaam Varma, Mohan Bhagath",unknown,2018,Mystery Romance Thriller
Premaku Raincheck,Akella Peri Srinivas,"Abhilash Vadada, Priya Vadlamani, Monica Tavanam",unknown,2018,unknown
Silly Fellows,Bhimaneni Srinivasa Rao,"Allari Naresh, Sunil, Chitra Shukla, Nandini Rai, Poorna",unknown,2018,unknown
Enduko Emo,Koti Vaddineni,"Nandu, Noel Sean, Punarnavi Bhupalam, Sudigali Sudheer",unknown,2018,Unknown
Masakkali,Nabi Enugubala,"Sai Ronak, Shravya, Kashi Vishwanath, Sirisha",unknown,2018,unknown
Shailaja Reddy Alludu,Maruthi Dasari,"Naga Chaitanya, Anu Emmanuel, Ramya Krishna, Murali Sharma, Vennela Kishore, Naresh",unknown,2018,Comedy Drama
U Turn,Pawan Kumar,"Samantha Akkineni, Aadhi Pinisetty, Rahul Ravindran, Bhoomika Chawla",unknown,2018,unknown
Ee Maaya Peremito,Ramu Koppula,"Rahul Vijay, Kavya Thapar, Rajendra Prasad",unknown,2018,Unknown
Antharvedham,ch ravi kishore babu,"Tanikella Bharani, Amar, Santoshi, Posani Krishna Murali",unknown,2018,unknown
Nannu Dochukunduvate,R. S. Naidu,"Sudheer Babu, Nabha Natesh, Nassar, Thulasi Shivamani",unknown,2018,Romance
Devadas,Sriram Adittya,"Nagarjuna Akkineni, Nani, Rashmika Mandanna, Aakanksha Singh, Kunal Kapoor",unknown,2018,Action Comedy Drama
Natakam,Kalyanji Gogana,"Ashish Gandhi, Ashima Narwal",unknown,2018,Action Horror
Desamlo Dongalu Paddaru,Goutham Rajkumar,"Khayyum Ali, Taniahq Rajan, Ali, Pruthviraj, Lohit Kumar",unknown,2018,Drama
Bhale Manchi Chowka Beram,Murali Krishna Mudidani,"Naveed, Mujtaba Ali Khan, Yamini Bhaskar, Kerintha Nookaraju",unknown,2018,Drama Comedy
NOTA,Anand Shankar,"Vijay Devarakonda, Mehreen Pirzada, Yashika Anand, Sathyaraj, Nassar",unknown,2018,unknown
Aravinda Sametha Veera Raghava,Trivikram Srinivas,"N. T. Rama Rao Jr., Pooja Hegde, Eesha Rebba, Jagapathi Babu, Sunil, Naveen Chandra, Sithara",unknown,2018,Action Drama
Moodu Puvulu Aaru Kayalu,Ramaswamy,"Arjun Yagith, Bharath Bandaru, Sowmya Venugopal, Pavani",unknown,2018,unknown
Hello Guru Prema Kosame,Trinadha Rao Nakkina,"Ram Pothineni, Anupama Parameswaran, Pranitha Subhash, Prakash Raj",unknown,2018,unknown
2 Friends,Srinivas GLB,"Suraj Gowda, Sonia Dey Sarkar, Farah Titina, Akhil Karthik",unknown,2018,unknown
Bangari Balaraju,Kotendra Dudyala,"Raghav, Karronya Katrynn, Ajay Ghosh, Rohini, Lekhana",unknown,2018,unknown
Ratham,Chandrashekar Kanuri,"Geetanand, Chandni Bhagwanani",unknown,2018,unknown
Veera Bhoga Vasantha Rayalu,R. Indrasena,"Nara Rohith, Sudheer Babu, Shriya Saran, Sree Vishnu",unknown,2018,Unknown
Desa Dimmari,Nagesh Naradasi,"Tanish Alladi, Sherin, Suman, Mukul Dev, Fish Venkat",unknown,2018,unknown
Kathanayakulu,Habeeb Shariff,"Prayaga Bhasker, Raghavendra Rao Yadav",unknown,2018,unknown
Savyasachi,Chandoo Mondeti,"Naga Chaitanya, R. Madhavan, Nidhhi Agerwal, Bhumika Chawla",unknown,2018,Thriller Action
Adhugo,Ravi Babu,"Ravi Babu, Nabha Natesh, Abhishek Varma, Bunty",unknown,2018,Unknown
Karma Kartha Kriya,Nagu Gawara,"Vasant Sameer, Sahar Afsha, Nutan Raj, Ravi Varma, Jayaprakash, Harsha Uppaluri",unknown,2018,Crime Thriller
Amar Akbar Anthony,Srinu Vaitla,"Ravi Teja, Ileana D'Cruz, Laya, Tarun Arora, Abhimanyu Singh, Vikramjeet Virk, Sunil, Vennela Kishore",unknown,2018,Action Drama
Taxiwaala,Rahul Sankrityayan,"Vijay Devarakonda, Priyanka Jawlankar, Malavika Nair, Ravi Prakash",unknown,2018,Thriller Comedy Horror
Sarabha,N. Narasimha Rao,"Aakash Kumar, Mishti Chakraborty, Sayaji Shinde, Napolean, Nassar",unknown,2018,unknown
24 Kisses,Ayodhya Kumar Krishnamsetty,"Adith Arun, Hebah Patel, Naresh, Rao Ramesh",unknown,2018,Romance
LAW,Gagan Gopal Mulka,"Kamal Kamaraju, Pooja Ramachandran, Mouryani, Manju Bhargavi",unknown,2018,unknown
Rangu,Karthikeya,"Tanish, Priya Singh, Posani Krishna Murali, Raghu Karumanchi",unknown,2018,Action
Rule,Paidi Ramesh,"Shivamani, Sona Patel",unknown,2018,unknown
Sainyam,J. P. Sravan Kumar,"Vikranth Singh, Bhanu Prakash, Sanju Chowdhary",unknown,2018,unknown
Student Power,Guna Apparao,"Venkat, Surya Kumari, Markandeya",unknown,2018,unknown
Operation 2019,Karanam P. Babji,"Srikanth, Diksha Panth, Manchu Manoj, Hari Teja, Sunil",unknown,2018,unknown
Kavacham,Srinivas Mamilla,"Bellamkonda Sreenivas, Neil Nitin Mukesh, Kajal Aggarwal, Mehreen Pirzada, Harshvardhan Rane, Mukesh Rishi, Harish Uthaman, Posani Krishna Murali",unknown,2018,Action Thriller
Next Enti?,Kunal Kohli,"Sundeep Kishan, Tamannaah, Navdeep, Poonam Kaur, Larissa Bonesi",unknown,2018,Drama Romance Comedy
Subhalekha + Lu,Sarrath Narwade,"Sreenivasa Sayee, Deeksha Sharma Raina, Priya Vadlamani, Vamsi Raj, Mona Bedre, Appaji Ambarisha Darbha",unknown,2018,Unknown
Subrahmanyapuram,Santhosh Jagarlapudi,"Sumanth, Eesha Rebba, Saikumar, Amit Sharma",unknown,2018,unknown
Anaganaga O Premakatha,Pratap Thatamsetti,"Ashwin J. Viraj, Riddhi Kumar",unknown,2018,Drama Romance
Husharu,Sree Harsha Konuganti,"Tejus Kancherla, Tej Kurapati, Abhinav Chunchu, Dinesh Tej, Daksha Nagarkar, Priya Vadlamani, Ramya Pasupuleti, Hemal Ingle, Rahul Ramakrishna",unknown,2018,Comedy
Antariksham 9000 KMPH,Sankalp Reddy,"Varun Tej, Lavanya Tripathi, Aditi Rao Hydari, Rahman, Satyadev Kancharana, Srinivas Avasarala",unknown,2018,Science Fiction Thriller
Padi Padi Leche Manasu,Hanu Raghavapudi,"Sharwanand, Sai Pallavi, Priya Raman, Sampath Raj, Kalyani Natarajan, Murali Sharma, Priyadarshi Pullikonda, Sunil, Vennela Kishore",unknown,2018,Romance Drama
Bluff Master,Gopi Ganesh,"Satyadev Kancharana, Nandita Swetha, Adhitya, Mahesh Achanta, Brahmaji",unknown,2018,Crime Thriller
Idam Jagath,Anil Srikantam,"Sumanth, Anju Kurian, Adhitya, Sivaji Raja",unknown,2018,unknown
Ishtangaa,Sampath V. Rudra,"Arjun Mahi, Tanishq Rajan, Duvvasi Mohan, Thagubothu Ramesh",unknown,2018,Romance Drama
Manchukurisevelalo,Bala Bodepudi,"Ram Karthik, Pranali Ghoghare, Vijay Sai, Chammak Chandra",unknown,2018,unknown
U – Kathe Hero,Kovera,"Kovera, Himansee Katragadda, Swapna Rao, Subhalekha Sudhakar, Tanikella Bharani",unknown,2018,Drama
My Dear Marthandam,Harish K. V.,"Prudhviraj, Rakendu Mouli, Kalyan Vitapu, Kalpika Ganesh, Krishna Bhagavan",unknown,2018,unknown
Title,unknown,Cast,unknown,2018,unknown
Insidious: The Last Key,unknown,"Lin Shaye, Leigh Whannell, Angus Sampson, Josh Stewart",unknown,2018,unknown
Gang,unknown,"Suriya, Keerthy Suresh, Ramya Krishnan, Nandha, Karthik, RJ Balaji",unknown,2018,unknown
Heart Beat,unknown,"Dhruvva, Venba, Kalpana, Charle",unknown,2018,unknown
Padmaavat,unknown,"Deepika Padukone, Shahid Kapoor, Ranveer Singh, Aditi Rao Hydari, Jim Sarbh",unknown,2018,unknown
Sketch,unknown,"Vikram, Tamannaah, Soori, Sriman",unknown,2018,unknown
Kotikokkadu,unknown,"Sudeep, Nithya Menen, Prakash Raj, Nassar, Sathish",unknown,2018,unknown
Dandupalyam 3,unknown,"Pooja Gandhi, P. Ravishankar, Makrand Deshpande, Ravi Kale",unknown,2018,unknown
Aanandam,unknown,"Roshan Mathew, Anarakali Marikar, Arun Kurian, Anu Antony, Vishak Nair, Nivin Pauly",unknown,2018,unknown
Pacific Rim Uprising,unknown,"John Boyega, Scott Eastwood, Jing Tian",unknown,2018,unknown
Rajaratham,unknown,"Nirup Bhandari, Arya, Rana Daggubati, Avantika Shetty, P. Ravishankar",unknown,2018,unknown
Gulebakavali,unknown,"Prabhu Deva, Hansika Motwani, Revathi, Madhusudhan Rao, Rajendran, Sathyan",unknown,2018,unknown
Rampage,unknown,"Dwayne Johnson, Jeffrey Dean Morgan, Breanne Hill, Joe Manganiello",unknown,2018,unknown
Avengers: Infinity War,unknown,"Robert Downey Jr., Chris Evans, Chris Hemsworth, Chris Pratt, Scarlett Johansson, Josh Brolin, Zoe Saldana",unknown,2018,unknown
Pizza 3,unknown,"Jithan Ramesh, Srushti Dange, Iniya, Yogi Babu, Karunas, Vishal Krishna",unknown,2018,unknown
Deadpool 2,unknown,"Ryan Reynolds, Morena Baccarin, Josh Brolin, Zazie Beetz, Brianna Hildebrand, Julian Dennison",unknown,2018,unknown
Kaasi,unknown,"Vijay Antony, Anjali, Sunaina, Yogi Babu, Jayaprakash, Vela Ramamoorthy",unknown,2018,unknown
Abhimanyudu,unknown,"Vishal Krishna, Samantha Akkineni, Arjun Sarja, Jeremy Roske, Robo Shankar",unknown,2018,unknown
Dr. Satyamurthy,unknown,"Rahman, Aditi Chengappa, Delhi Ganesh, Meera Krishnan",unknown,2018,unknown
Jurassic World: Fallen Kingdom,unknown,"Chris Pratt, Bryce Dallas Howard, Jeff Goldblum, B. D. Wong, Toby Jones, James Cromwell, Justice Smith",unknown,2018,unknown
Kaala,unknown,"Rajinikanth, Nana Patekar, Huma Qureshi, Easwari Rao, Samuthirakani, Anjali Patil",unknown,2018,unknown
Athadey,unknown,"Dulquer Salmaan, Neha Sharma, Sai Dhanshika, Sruthi Hariharan, Nassar, Suhasini",unknown,2018,unknown
Dammunte Sommera,unknown,"Santhanam, Shanaya, Karunas, Anandaraj",unknown,2018,unknown
Incredibles 2,unknown,"Craig T. Nelson, Holly Hunter, Huck Milner, Catherine Keener",unknown,2018,unknown
Tik Tik Tik,unknown,"Jayam Ravi, Nivetha Pethuraj, Aaron Aziz, Ramesh Thilak",unknown,2018,unknown
Ant-Man and the Wasp,unknown,"Paul Rudd, Evangeline Lilly, Michelle Pfeiffer, Michael Peña, Michael Douglas, Judy Greer",unknown,2018,unknown
Chinna Babu,unknown,"Karthi, Priya Bhavani Shankar, Sayyeshaa Saigal, Sathyaraj, Soori, Bhanupriya",unknown,2018,unknown
The Meg,unknown,"Jason Statham, Ruby Rose, Li Bingbing, Rainn Wilson, Jessica McNamee",unknown,2018,unknown
Vishwaroopam 2,unknown,"Kamal Haasan, Pooja Kumar, Andrea Jeremiah, Rahul Bose, Shekar Kapur",unknown,2018,unknown
Jhansi,unknown,"Jyothika, G. V. Prakash Kumar, Rockline Venkatesh",unknown,2018,unknown
Lakshmi,unknown,"Prabhu Deva, Aishwarya Rajesh, Salman Yusuff Khan, Dithya Bhande",unknown,2018,unknown
Crime 23,unknown,"Arun Vijay, Mahima Nambiar, Vamsi Krishna, Aravind Akash, Thambi Ramaiah",unknown,2018,unknown
CoCo Kokila,unknown,"Nayantara, Yogi Babu, Saranya Ponvannan, Hareesh Peradi, Rajendran",unknown,2018,unknown
The Nun,unknown,"Taissa Farmiga, Demián Bichir, Bonnie Aarons, Charlotte Hope, Jonas Bloquet",unknown,2018,unknown
