Title,Director,Cast,Genre,Year,new_Genre
Nippulanti Manishi,S. B. Chakravarthi,"Nandamuri Balakrishna, Radha",unknown,1986,Action Drama
Padaharella Ammayi,P. S. Krishna Mohan Reddy,"Rajendra Prasad, Sudha",unknown,1986,unknown
Padamati Sandhya Ragam,Jandhyala,"Vijayashanti, Thomas Jane",unknown,1986,unknown
Papikondalu,G. Krishnamurthy,"Mohan Babu, Vanithasri, Dr. M. Prabhakara Reddy, Giri Babu, Jayamalini",unknown,1986,unknown
Pavitra,Vinay,"Rajendra Prasad, Chandra Mohan, Bhanupriya",unknown,1986,unknown
Prathigatana,T. Krishna,"Chandra Mohan, Vijayashanti, Charanraj",unknown,1986,unknown
Punyasthree,Ravi Raja Pinisetty,"Rajendra Prasad, Karthik, Bhavya",unknown,1986,unknown
Rakshasudu,A. Kodandarami Reddy,"Chiranjeevi, Suhasini, Radha",unknown,1986,Drama
Ravana Brahma,K. Raghavendra Rao,"Krishnam Raju, Radha, Lakshmi, Raadhika",unknown,1986,unknown
Rendu Rella Aaru,Jandhyala,"Chandra Mohan, Rajendra Prasad, Rajani, Sasikala",unknown,1986,unknown
Repati Pourulu,T. Krishna,"Rajasekhar, Vijayashanti",unknown,1986,unknown
Sakkanodu,V. Bhaskar Rao,"Shoban Babu, Vijayashanti",unknown,1986,unknown
Srimathi Oka Bahumathi,Visu,"Naresh, Chandra Mohan, Jayasudha",unknown,1986,unknown
Srinivasa Kalyanam,Kodi Ramakrishna,"Daggubati Venkatesh, Gouthami, Bhanupriya",unknown,1986,unknown
Simhasanam,Krishna Ghattamaneni,"Krishna Ghattamaneni, Radha, Jaya Pradha",unknown,1986,Adventure Drama
Sirivennela,K. Vishwanath,"Banerjee, Suhasini, Moon Moon Sen",unknown,1986,unknown
Sita Rama Kalyanam,Jandhyala,"Nandamuri Balakrishna, Rajani",unknown,1986,unknown
Swathi Muthyam,K. Vishwanath,"Kamal Hasan, Radhika, Sarat Babu",unknown,1986,unknown
Sri Shirdi Saibaba Mahathyam,K. Vasu,"Vijaya Chander, Chandra Mohan, Somayajulu, Anjali Devi, Sharath Babu",unknown,1986,unknown
Tandra Paparayudu,Dasari Narayana Rao,"Krishnam Raju, Jaya Prada, Jayasudha",unknown,1986,unknown
Ugra Narasimham,Dasari Narayana Rao,"Krishnam Raju, Jaya Prada, Mohan Babu",unknown,1986,unknown
Veta,A. Kodandarami Reddy,"Chiranjeevi, Jaya Pradha, Sumalatha, Jaggayya",unknown,1986,Adventure
Vikram,Madhusudhan Rao,"Akkineni Nagarjuna, Shobana",unknown,1986,unknown
Aagraham,K. S. Ravikumar,"Rajasekhar, Amala",unknown,1993,unknown
Aashayam,Mohan Gandhi,"Vijayashanti, Jagapathi Babu, Vijayakumar",unknown,1993,unknown
Abbaigaru,E. V. V. Satyanarayana,"Daggubati Venkatesh, Meena Durairaj",unknown,1993,unknown
Akka Pettanam Chelleli Kapuram,Dasari Narayana Rao,"Rajendra Prasad, Aparna, Jayasudha",unknown,1993,unknown
Allari Alludu,A. Kodandarami Reddy,"Akkineni Nagarjuna, Naghma, Meena Durairaj, Vanisri",unknown,1993,Drama
Allari Priyudu,K. Raghavendra Rao,"Rajasekhar, Ramya Krishna, Madhoo",unknown,1993,Drama Romance
Amma Koduku,Vadde Ramesh,"Rajasekhar, Sukanya, Brahmanandam",unknown,1993,unknown
Bangaru Bullodu,Raviraja Pinisetty,"Nandamuri Balakrishna, Ramya Krishna, Raveena Tandon",unknown,1993,unknown
Bava Bavamaridi,Sarath,"Suman, Krishnam Raju, Malashri, Jayasudha, Silk Smitha",unknown,1993,unknown
Chirunavvula Varamistava,N. H. Chandra,"Vikram, Rani",unknown,1993,unknown
Chittemma Mogudu,Kodi Ramakrishna,"Mohan Babu, Divya Bharati, Pooja Bedi, Brahmanandam",unknown,1993,unknown
Detective Narada,Vamshi,"Mohan Babu, Nirosha, Mohini",unknown,1993,unknown
Evandi Aavida Vachindi,E. V. V. Satyanarayana,"Sobhan Babu, Vanisri, Sharada",unknown,1993,unknown
Gaayam,Ram Gopal Varma,"Jagapathi Babu, Revathi Menon, Urmila Matondkar, Shiva Krishna, Kota Srinivasa Rao",unknown,1993,Crime Romance
Jamba Lakidi Pamba,E. V. V. Satyanarayana,"Naresh, Aamani, Brahmanandam",unknown,1993,Comedy
Joker,Vamshi,"Rajendra Prasad, Vani Viswanath, Shamili",unknown,1993,unknown
Kannayya Kittayya,Relangi Narasimha Rao,"Rajendra Prasad, Shobana, Aamani",unknown,1993,unknown
Kondapalli Raja,Raviraja Pinisetty,"Daggubati Venkatesh, Naghma, Suman",unknown,1993,unknown
Kongu Chatu Krishnudu,K. Ajay Kumar,"Naresh, Meena Durairaj, Brahmanandam",unknown,1993,unknown
Kunti Putrudu,Dasari Narayana Rao,"Mohan Babu, Vijayashanti",unknown,1993,unknown
Mahanadi,Santhana Bharathi,"Kamal Hassan, Sukanya, Shobana, Poornam Vishwanathan",unknown,1993,unknown
Major Chandrakanth,K. Raghavendra Rao,"N.T. Rama Rao, Mohan Babu, Naghma, Ramya Krishna",unknown,1993,Drama Action
Manavarali Pelli,P N Ramachandra Rao,"Harish, Soundarya, Sowcar Janaki",unknown,1993,unknown
Matru Devo Bhava,K. Ajay Kumar,"Madhavi, Nassar",unknown,1993,unknown
Mayalodu,S. V. Krishna Reddy,"Rajendra Prasad, Soundarya",unknown,1993,unknown
Mechanic Alludu,B. Gopal,"Chiranjeevi, Akkineni Nageswara Rao, Vijayashanti",unknown,1993,Comedy
Money,Shiva Nageswara Rao,"J. D. Chakravarthy, Chinna, Renuka Shahane, Jayasudha, Paresh Rawal",unknown,1993,unknown
Mister Pellam,Bapu,"Rajendra Prasad, Aamani",unknown,1993,Unknown
Mutha Mestri,A. Kodandarami Reddy,"Chiranjeevi, Meena Durairaj, Roja Selvamani",unknown,1993,unknown
Nippu Ravva,A. Kodandarami Reddy,"Balakrishna Nandamuri, Vijayashanti, Shobana",unknown,1993,Action
One By Two,Shiva Nageswara Rao,"Meka Srikanth, J. J. Chakravarthy",unknown,1993,Romance Comedy Action Drama
Parugo Parugu,Relangi Narasimha Rao,"Rajendra Prasad, Shruti",unknown,1993,unknown
Paruvu Pratishta,V. C. Guhanathan,"Suman, Suresh, Malasri, Lakshmi, Srividya, Raj Kumar, Srinath",unknown,1993,unknown
Pekata Papa Rao,Y Nageshwara Rao,"Rajendra Prasad, Kushboo, Brahmanandam, Nirmalamma",unknown,1993,Comedy
Pillalu Diddina Kapuram,Perala,"Jagapathi Babu, Divyavani",unknown,1993,unknown
Prema Pusthakam,Gollapudi Srinivas,"Ajith Kumar, Kanchan",unknown,1993,unknown
Rajendrudu Gajendrudu,S. V. Krishna Reddy,"Rajendra Prasad, Soundarya",unknown,1993,Unknown
Rajeswari Kalyanam,Kranthi Kumar,"ANR, Vanisri, Suresh, Meena",unknown,1993,unknown
Rakshana,Uppalapati Narayana Rao,"Akkineni Nagarjuna, Shobana, Roja Selvamani, Nassar",unknown,1993,Action Romance
Ratha Sarathi,Sarath,"ANR, Vinod Kumar, Raveena Tandon",unknown,1993,unknown
Rendilla Poojari,T Prabhakar,"Suman, Naghma, Shobana",unknown,1993,unknown
Srinatha Kavi Sarvabhowmudu,Bapu,"N. T. Rama Rao, Jayasudha, Rajendra Prasad",unknown,1993,unknown
Tholi Muddhu,K. Reddy,"Divya Bharti, Prashanth Thiagarajan",unknown,1993,unknown
Topi Raja Sweety Roja,N Shiva Prasad,"Rajendra Prasad, Roja Selvamani",unknown,1993,unknown
Varasudu,E. V. V. Satyanarayana,"Krishna, Nagarjuna, Naghma, Srikanth",unknown,1993,Action
Aadaalla Majaka,Muthyala Subbaiah,"Vikram, Sivaranjani",unknown,1995,unknown
Aayanaki Iddaru,E. V. V. Satyanarayana,"Jagapati Babu, Ramya Krishna, Sivaranjani",unknown,1995,unknown
Adavi Dora,K. Sadasivarao,"Sobhan Babu, Nagma",unknown,1995,unknown
Alluda Majaka,E. V. V. Satyanarayana,"Chiranjeevi, Ramya Krishnan, Rambha, Lakshmi",unknown,1995,Unknown
Amma Donga,Sagar,"Krishna, Soundarya, Aamani, Indraja",unknown,1995,unknown
Ammoru,Kodi Ramakrishna,"Suresh, Soundarya, Ramya Krishna, Baby Sunaina, Rami Reddy, Vadivukkarasi",unknown,1995,unknown
Ayanaku Iddaru,E. V. V. Satyanarayana,"Jagapathi Babu, Ooha, Ramya Krishna, Brahmanandam",unknown,1995,unknown
Bhale Bullodu,Sarath Babu,"Jagapathi Babu, Soundarya",unknown,1995,unknown
Big Boss,Vijaya Bapineedu,"Chiranjeevi, Roja Selvamani, Kota Srinivasa Rao, Madhavi",unknown,1995,unknown
Chilakapachcha Kaapuram,Kodi Ramakrishna,"Jagapathi Babu, Meena, Soundarya",unknown,1995,unknown
Criminal,K. S. Rama Rao,"Nagarjuna Akkineni, Ramya Krishna, Manisha Koirala",unknown,1995,unknown
Ghatotkachudu,S. V. Krishna Reddy,"Satyanarayana Kaikala, Roja Selvamani, Ali",unknown,1995,Crime Fantasy
Gharana Bullodu,K. Raghavendra Rao,"Akkineni Nagarjuna, Ramya Krishna, Aamani",unknown,1995,unknown
God Father,Kodi Ramakrishna,"Vinod Kumar, Vani Viswanath, Kasthuri",unknown,1995,unknown
Ketu Duplicate,Relangi Narasimha Rao,"Rajendra Prasad, Surabhi, Brahmanandam, Satyanarayana Kaikala",unknown,1995,unknown
Lingababu Love Story,Vamsy,"Rajendra Prasad, Rajasri",unknown,1995,unknown
Maato Pettukoku,A. Kodandarami Reddy,"Nandamuri Balakrishna, Rambha, Roja Selvamani",unknown,1995,unknown
Maya Bazaar,Dasari Narayana Rao,"ANR, Suman, Aamani",unknown,1995,unknown
Money Money,Shiva Nageswara Rao,"Jagapathi Babu, Urmila Matondkar, J. D. Chakravarthy, Jayasudha",unknown,1995,Comedy Crime
Mounam,C. Umamaheshwara Rao,"Arvind Swamy, Nagma, Charu Hassan",unknown,1995,unknown
Mummy Mee Aayanochadu,K. Ajay Kumar,"Rajendra Prasad, Indraja, Keerthana",unknown,1995,unknown
Pedarayudu,Raviraja Pinisetty,"Mohan Babu, Rajinikanth, Soundarya, Bhanupriya, Brahmanandam",unknown,1995,unknown
Pelli Sandadi,K. Raghavendra Rao,"Srikanth, Ravali, Deepti Bhatnagar",unknown,1995,unknown
Pokiri Raja,A. Kodandarami Reddy,"Daggubati Venkatesh, Roja Selvamani",unknown,1995,Drama
Punya Bhoomi Naa Desam,A. Kodandarami Reddy,"Mohan Babu, Meena Durairaj",unknown,1995,unknown
Rikshavodu,Kodi Ramakrishna,"Chiranjeevi, Naghma, Soundarya, Jayasudha",unknown,1995,unknown
Sankalpam,A. M. Rathnam,"Jagapati Babu, Gautami",unknown,1995,Drama Music
Sisindri,Shiva Nageswara Rao,"Nagarjuna, Tabu, Amala, Aamani, Akhil",unknown,1995,Comedy Family
Sogasu Chuda Taramaa?,Gunasekhar,"Naresh, Indraja, Tanikella Bharani",unknown,1995,unknown
Stri,K. S. Sethumadhavan,Rohini,unknown,1995,Unknown
Subha Sankalpam,K. Vishwanath,"Kamal Hassan, Aamani, Priya Raman",unknown,1995,Drama Music
Taj Mahal,Muppulaleni Siva,"Srikanth, Monica Bedi",unknown,1995,unknown
Vajram,S. V. Krishna Reddy,"Akkineni Nagarjuna, Roja, Indraja",unknown,1995,unknown
Adhirindhi Alludu,E. V. V. Satyanarayana,"Mohan Babu, Gouthami, Ramya Krishna",unknown,1996,unknown
Akka Bagunnava,Mouli,"Vikram, Anand, Jayasudha, Ravali, Subhashri",unknown,1996,unknown
Akkada Ammayi Ikkada Abbayi,E. V. V. Satyanarayana,"Pawan Kalyan, Supriya, Sarath Babu",unknown,1996,Romance Action
Akkum Bakkum,K. Ram Gopal,"Ali, Brahmanandam, Babu Mohan, Annapoorna",unknown,1996,unknown
Amma Ammani Choodalanivundi,Sagar,"Vinod Kumar, Ramya Krishna, Brahmanandam",unknown,1996,unknown
Amma Durgamma,Vandemataram Srinivas,"Shashikumar, Ooha",unknown,1996,unknown
Bala Ramayanam,Guna Sekhar,"Jr. NTR, Suhani",unknown,1996,unknown
Bombay Priyudu,K. Raghavendra Rao,"J. D. Chakravarthy, Rambha, Vanisri",unknown,1996,unknown
Chinnabbayi,K. Vishwanath,"Daggubati Venkatesh, Ramya Krishnan, Ravali",unknown,1996,unknown
Deyyam,Ram Gopal Varma,"J. D. Chakravarthy, Maheshwari, Jayasudha",unknown,1996,Horror
Dharma Chakram,Suresh Krishna,"Daggubati Venkatesh, Ramya Krishna, Prema, Brahmanandam",unknown,1996,unknown
Drohi,P. C. Sreeram,"Kamal Hassan, Arjun Sarja, Gouthami Tadimalla, Geetha, Nassar, K. Vishwanath",unknown,1996,unknown
Family,Vijaya Bapineedu,"Rajendra Prasad, Sivaranjani",unknown,1996,unknown
Gulabi,Krishna Vamshi,"J. D. Chakravarthy, Maheshwari, Brahmanandam",unknown,1996,unknown
Gunshot,S. V. Krishna Reddy,"Ali, Prakash Raj, Keerthi Reddy",unknown,1996,unknown
Intlo Illalu Vantintlo Priyuralu,E. V. V. Satyanarayana,"Daggubati Venkatesh, Soundarya, Vineetha",unknown,1996,unknown
Jabilamma Pelli,A. Kodandarami Reddy,"Jagapathi Babu, Maheswari, Vanisri",unknown,1996,unknown
Ladies Doctor,Ramu,"Rajendra Prasad, Vineetha",unknown,1996,unknown
Little Soldiers,Gangaraju Gunnam,"Baladitya, Kota Srinivasa Rao, Brahmanandam",unknown,1996,Music Comedy Thriller
Maa Aavida Collector,Kodi Ramakrishna,"Jagapathi Babu, Prema",unknown,1996,unknown
Maavichiguru,S. V. Krishna Reddy,"Jagapathi Babu, Aamani, Ranjitha",unknown,1996,unknown
Merupu,Gopichand Nadella,"Vikram, Anand, Kasthuri",unknown,1996,unknown
Mrugam,Rudrajj Suresh Varma,"J. D. Chakravarthy, Maheswari, Ranganath",unknown,1996,Action Crime
Ninne Pelladata,Krishna Vamsi,"Nagarjuna Akkineni, Tabu, Lakshmi",unknown,1996,Unknown
Ooha,Sivala Prabhakar,"Vikram, Sivaranjani, Ali",unknown,1996,unknown
Pavitra Bandham,Muthyala Subbaiah,"Daggubati Venkatesh, Soundarya, S. P. Balasubramaniam",unknown,1996,unknown
Pittala Dora,Sana Yadireddy,"Aali, Indraja, Kota Srinivasa Rao, Thanikella Bharani",unknown,1996,unknown
Rambantu,Bapu,"Rajendra Prasad, Eswari Rao",unknown,1996,unknown
Ramudochadu,A. Kodandarami Reddy,"Akkineni Nagarjuna, Krishna, Soundarya, Ravali",unknown,1996,unknown
Rayudugaru Nayudugaru,Dasari Narayana Rao,"ANR, Vinod Kumar, Roja",unknown,1996,unknown
Sahasa Veerudu Sagara Kanya,K. Raghavendra Rao,"Daggubati Venkatesh, Shilpa Shetty, Malashri",unknown,1996,unknown
Sarada Bullodu,Raviraja Pinisetty,"Daggubati Venkatesh, Nagma, Sanghavi",unknown,1996,unknown
Shri Krishnarjuna Vijayam,Singeetam Srinivasa Rao,"Balakrishna, Roja Selvamani, Priya Raman",unknown,1996,unknown
Vamshanikokkadu,Sarath,"Balakrishna, Ramya Krishna",unknown,1996,unknown
Vinodam,S. V. Krishna Reddy,"Meka Srikanth, Ravali, Kota Srinivasa Rao",unknown,1996,Romance Comedy
Aahvaanam,S. V. Krishna Reddy,"Srikanth, Ramya Krishna, Heera Rajagopal",unknown,1997,unknown
Aaro Pranam,K. Veery,"Vineeth, Soundarya, S. P. Balasubramaniam, Lakshmi",unknown,1997,Thriller Romance
Abbaigari Pelli,Sharath,"Suman, Simran Bagga, Sanghavi",unknown,1997,unknown
Anaganaga Oka Roju,Ram Gopal Varma,"J. D. Chakravarthy, Urmila Matondkar, Raghuvaran, Brahmanandam",unknown,1997,Drama Thriller Romance
Annamayya,K. Raghavendra Rao,"Nagarjuna Akkineni, Mohan Babu, Ramya Krishna, Suman, Kasthuri, Roja Selvamani, Sujatha",unknown,1997,Drama Family
Chilakkottudu,E. V. V. Satyanarayana,"Jagapati Babu, Rajendra Prasad Ramya Krishna",unknown,1997,unknown
Chinnabbayi,K. Viswanath,"Daggubati Venkatesh, Ramya Krishna, Ravali, Srividya",unknown,1997,unknown
Collector Garu,B. Gopal,"Mohan Babu, Sakshi Shivanand, Brahmanandam",unknown,1997,unknown
Devudu,Raviraja Pinisetty,"Balakrishna, Ramya Krishna",unknown,1997,unknown
Dongaata,Kodi Ramakrishna,"Jagapati Babu, Soundarya, Suresh",unknown,1997,unknown
Egire Paavurama,S. V. Krishna Reddy,"Srikanth, Laila Mehdin, J. D. Chakravarthy, Suhasini Maniratnam",unknown,1997,unknown
Gokulamlo Seeta,Muthyala Subbaiah,"Pawan Kalyan, Raasi",unknown,1997,unknown
Hitler,Muthyala Subbaiah,"Chiranjeevi, Rajendra Prasad, Rambha",unknown,1997,unknown
Jai Bajarangabhali,T. Prabhakar,"Rajendra Prasad, Indraja, Kota,",unknown,1997,unknown
Kurralla Rajyam,Boyapati Kameswara Rao,"Vikram, Ali, Anand",unknown,1997,unknown
Maa Nannaku Pelli,E. V. V. Satyanarayana,"Krishnam Raju, Simran Bagga, Srikanth",unknown,1997,unknown
Mama Bagunnava,Kodi Ramakrishna,"Rajendra Prasad, Naresh, Rambha",unknown,1997,unknown
Master,Suresh Krishna,"Chiranjeevi, Sakshi Shivanand, Puneet Issar, Vijayakumar",unknown,1997,unknown
Muddula Mogudu,A. Kodandarami Reddy,"Balakrishna, Meena, Brahmanandam",unknown,1997,Drama
Oka Chinna Maata,Muthyala Subbaiah,"Jagapati Babu, Indraja",unknown,1997,unknown
Omkaram,Upendra,"Rajasekhar, Prema, Bhagyashree",unknown,1997,Action Crime Drama Romance
Osey Ramulamma,Dasari Narayana Rao,"Vijayashanti, Ramki, Rami Reddy",unknown,1997,Crime Action
Peddannayya,Sharat,"Balakrishna, Roja Selvamani, Achyuth",unknown,1997,Drama
Pelli,Kodi Ramakrishna,"Vadde Naveen, Maheshwari, Sujatha, Pruthviraj",unknown,1997,unknown
Pelli Chesukundam,Muthyala Subbaiah,"Venkatesh, Soundarya, Laila Mehdin, Brahmanandam",unknown,1997,unknown
Pelli Pandiri,Kodi Ramakrishna,"Jagapati Babu, Raasi, Babloo Prithiveeraj",unknown,1997,unknown
Preminchukundam Raa,Jayanth C. Paranjee,"Daggubati Venkatesh, Anjala Zaveri",unknown,1997,unknown
Priya O Priya,Muppulaneni Shiva,"Vadde Naveen, Simran Bagga, Abbas",unknown,1997,unknown
Priyaragalu,A. Kodandarami Reddy,"Jagapati Babu, Soundarya, Maheswari",unknown,1997,unknown
Sindhooram,Krishna Vamsi,"Ravi Teja, Sanghavi, Brahmaji",unknown,1997,Drama
Subhakankshalu,Bhimaneni Srinivasa Rao,"Jagapathi Babu, Mantra, Raasi",unknown,1997,unknown
Surya Putrulu,C. Umamaheswara Rao,"Mammootty, Suman, Shobana",unknown,1997,unknown
Suswagatham,Bhimaneni Srinivasa Rao,"Pawan Kalyan, Devayani, Raghuvaran",unknown,1997,unknown
Taraka Ramudu,R. V. Udayakumar,"Srikanth, Soundarya",unknown,1997,unknown
Thaali,E. V. V. Satyanarayana,"Srikanth, Rajendra Prasad",unknown,1997,unknown
Veedevadandi Babu,E. V. V. Satyanarayana,"Mohan Babu, Shilpa Shetty, Brahmanandam",unknown,1997,Comedy
Ugadi,S. V. Krishna Reddy,"S. V. Krishna Reddy, Laila Mehdin",unknown,1997,unknown
Aahaa..!,Suresh Krishna,"Jagapathi Babu, Sanghavi",unknown,1998,unknown
Aavida Maa Aavide,E. V. V. Satyanarayana,"Nagarjuna Akkineni, Tabu, Heera Rajgopal",unknown,1998,Family Romance
Abhishekam,S. V. Krishna Reddy,"S. V. Krishna Reddy, Rachana",unknown,1998,unknown
All Rounder,T. Prabhakar,"Rajendra Prasad, Sanghavi",unknown,1998,unknown
Andaru Herole,K. Umakanth,"Ali, Brahmanandam, Chandra Mohan, Tanikella Bharani, Telangana Sakuntala",unknown,1998,unknown
Antahpuram,Krishna Vamsi,"Soundarya, Jagapathi Babu, Sai Kumar, Prakash Raj",unknown,1998,Drama Action
Auto Driver,Suresh Krishna,"Nagarjuna Akkineni, Simran Bagga, Deepti Bhatnagar",unknown,1998,Romance
Ayanagaru,N Satya,"Srikanth, Ooha, Ali",unknown,1998,unknown
Baavagaru Bagunnaraa,Jayanth C. Paranjee,"Chiranjeevi, Rambha, Rachana Banerjee, Paresh Rawal",unknown,1998,unknown
Chandralekha,Krishna Vamsi,"Nagarjuna Akkineni, Ramya Krishna, Isha Koppikar",unknown,1998,Thriller Drama
Choodalani Vundi,Gunasekhar,"Chiranjeevi, Soundarya, Anjala Zhaveri, Prakash Raj",unknown,1998,Drama
Daddy Daddy,Kodi Ramakrishna,"ANR, Jayasudha, Harish Kumar, Raasi",unknown,1998,unknown
Deergha Sumangali Bhava,S. V. Krishna Reddy,"Rajasekhar, Ramya Krishna, S. P. Balasubramaniam",unknown,1998,unknown
Ganesh,Tirupathi Swamy,"Daggubati Venkatesh, Rambha, Madhoo, Prema, Kota Srinivasa Rao",unknown,1998,unknown
Gillikajjalu,Muppulaleni Siva,"Srikanth, Meena Durairaj, Raasi, Brahmanandam",unknown,1998,unknown
Kante Koothurne Kanu,Dasari Narayana Rao,"Dasari Narayana Rao, Jayasudha",unknown,1998,unknown
Kanyadanam,E. V. V. Satyanarayana,"Upendra, Srikanth, Rachana",unknown,1998,unknown
Love Story 1999,K. Raghavendra Rao,"Prabhu Deva, Vadde Naveen",unknown,1998,unknown
Maavidaakulu,E. V. V. Satyanarayana,"Jagapati Babu, Rachana Banerjee",unknown,1998,unknown
Mee Aayana Jagratha,Muthyala Ramadas,"Rajendra Prasad, Roja",unknown,1998,unknown
Navvulata,Gopichand Nadella,"Rajendra Prasad, Maheswari",unknown,1998,unknown
Nenu Premisthunnanu,E. V. V. Satyanarayana,"J. D. Chakravarthy, Rachna Banerjee",unknown,1998,unknown
Ooyala,S. V. Krishna Reddy,"Meka Srikanth, Ramya Krishnan",unknown,1998,unknown
Pandaga,Sarath,"ANR, Srikanth, Raasi",unknown,1998,Drama Family
Paradesi,K. Raghavendra Rao,"Viswas, Madhav, Tanooja",unknown,1998,unknown
Pavitra Prema,Muthyala Subbaiah,"Nandamuri Balakrishna, Laila Mehdin, Roshini",unknown,1998,unknown
Pelli Kanuka,Kodi Ramakrishna,"Jagapati Babu, Lakshmi, Bhanumathi Ramakrishna",unknown,1998,unknown
Pelli Peetalu,S. V. Krishna Reddy,"Jagapati Babu, Soundarya",unknown,1998,unknown
Premante Idera,Jayanth C. Paranjee,"Daggubati Venkatesh, Preity Zinta",unknown,1998,Romance
Prema Pallaki,Sana Yadireddy,"Suresh, Vineeth, Roja",unknown,1998,unknown
Rana,A. Kodandarami Reddy,"Nandamuri Balakrishna, Heera Rajagopal, Bhagyashree",unknown,1998,Drama
Raayudu,Ravi Raja Pinisetty,"Mohan Babu,Soundarya,Rachna Banerjee",unknown,1998,unknown
Sri Sita Ramula Kalyanam Chootamu Raarandi,Y. V. S. Chowdary,"ANR, Venkat, Chandni",unknown,1998,unknown
