Title,Director,Cast,Genre,Year
U And I,Ranjith Belluri,"Rohan, Aditi Chowdary, Alisha",,2010
Maryada Ramanna,S. S. Rajamouli,"Sunil, Saloni Aswani, Brahmaji",,2010
Allam Bellam,,"Aman Khan, Riya, Karan Kapoor",,2010
Brahmalokam To Yamalokam,,"Rajendra Prasad, Shivaji, Kalyani",,2010
Comedy Express,,"Kaushal, Babu Mohan, Rajesh",,2010
Kothimooka,AVS,"Krishnudu, Shraddha Arya, Bramhanandam",,2010
Maa Annayya Bangaram,Jonnalagadda Srinivas,"Rajasekhar, Kamalinee Mukherjee, Rohit",,2010
Don Seenu,Gopichand,"Ravi Teja, Shriya Saran, Srihari",,2010
Badmaash,Vandematharam Srinivas,"Naga Siddharth, Ekta, Chandra Mohan",,2010
Sye Aata,,"Charmi, Ajay, Rao Ramesh",,2010
Chapter 6,Suriya Kiran,"Kalyani, Bala, Sonia Suri",,2010
Happy Happy Gaa,,"Varun Sandesh, Vega Tamotia, Saranya Mohan",,2010
Ramdev,,"Abbas, Sai Kiran, Gracy Singh",,2010
Aunty Uncle Nandagopal,,"Vadde Naveen, Lakshana, Bramhanandam",,2010
Chethilo Cheyyesi,,"Abhishek, Pratishta, Sarath Babu",,2010
Gudu Gudu Gunjam,,"Parthu, Aarthi Puri, Rajendra Prasad",,2010
Bhageerathudu,,"Vinodkumar, Yamuna, Manju Bhargavi",,2010
Gaayam 2,,"Jagapati Babu, Vimala Raman, Kota Srinivasa Rao",,2010
Thakita Thakita,,"Harsh Vardhan Rane, Haripriya, Vijay Samrat, Trinetrudu, Karthik Sabesh, Bhakti Punjani, Aditi Chengappa",,2010
Emaindi Nalo,,"Rajendra Prasad, Shivaji, Archana",,2010
Puli,S. J. Surya,"Pawan Kalyan, Nikesha Patel","Action, Romance",2010
Adi Nuvve,,"Chaitanya, Aksha Pardasany, Naresh",,2010
Bhairava IPS,,"Srihari, Sindhu Tolani, Tanikella Bharani",,2010
Saradagaa Kasepu,Vamsi,"Allari Naresh, Madhurima, Srinivas Avasarala",,2010
,,,,2010
Khaleja,Trivikram Srinivas,"Mahesh Babu, Anushka Shetty",,2010
Brindavanam,Vamsi Paidipally,"NTR Jr, Kajal Aggarwal, Samantha",,2010
Priyamaina Anjali,,"Shankar, Pooja Roshan",,2010
Bava,,"Siddharth, Pranitha",,2010
Prathi Roju,,"Ravi Babu, Bindu Madhavi",,2010
Collector Gari Bharya,,"Prakash Raj, Bhumika Chawla",,2010
Kalyanram Kathi,,"Kalyan Ram, Shaam, Sana Khan, Saranya Mohan",,2010
Yemaindi Ee Vela,Sampath Nandi,"Varun Sandesh, Nisha Aggarwal",,2010
Karma,Adivi Sesh,"Adivi Sesh, Jade Tailor, Sher Ali",Thriller,2010
Orange,Bhaskar,"Ram Charan Teja, Genelia D'Souza, Shazahn Padamsee","Drama, Romance, Action",2010
Aalasyam Amrutam,,"Nikhil Siddharth, Madhurima, Arvind Krishna",,2010
Kathi Kantha Rao,E. V. V. Satyanarayana,"Allari Naresh, Kamna Jethmalani, Krishna Bhagawan",,2010
Manasara,Ravi Babu,"Vikram, Sri Divya",,2010
Nagavalli,P. Vasu,"Venkatesh, Anushka Shetty, Richa Gangopadhyay, Shraddha Das, Kamalinee Mukherjee, Poonam Kaur",,2010
Ragada,Veeru Potla,"Nagarjuna, Anushka Shetty, Priyamani",,2010
Ranga the Donga,G V Sudhakar Naidu,"Srikanth, Vimala Raman, Ramya Krishna",,2010
Broker,R. P. Patnaik,"R. P. Patnaik, Sri Hari, Asha Saini",,2010
Graduate,Prasad Rayala,"Akshay, Rithika Sood, Tashu Kaushik",Romance,2011
Parama Veera Chakra,Dasari Narayana Rao,"Nandamuri Balakrishna, Sheela, Amisha Patel, Neha Dhupia",Action,2011
Mirapakay,Harish Shankar,"Ravi Teja, Richa Gangopadhyay, Deeksha Seth",Romance,2011
Anaganaga O Dheerudu,Prakash Kovelamudi,"Siddharth, Shruti Haasan, Lakshmi Manchu","Fantasy, Action",2011
Golconda High School,Mohan Krishna Indraganti,"Sumanth, Swati Reddy",Drama,2011
Ala Modalaindi,Nandini Reddy,"Nani, Nithya Menen",Romance,2011
Wanted,BVS Ravi,"Gopichand, Deeksha Seth, Jayasudha, Prakash Raj",Action,2011
Vaareva,Kalyan Mantena,"Vassudev Reddy, Shambhavi",Romance,2011
Rakshana,Venu Pal,"Rajiv Kanakala, Karan, Parineeta",Action,2011
Jai Bolo Telangana,N.Shankar,"Jagapati Babu, Sandeep, Meera Nandan, Smriti Irani, K. Chandrashekar Rao",Action,2011
Koffee Bar,Geetha Krishna,"Shashank, Bianca Desai",Drama,2011
Gaganam,Radha Mohan,"Akkineni Nagarjuna, Poonam Kaur, Prakash Raj, Sana Khan",Drama,2011
Vastadu Naa Raju,Hemant Madhukar,"Vishnu Manchu, Taapsee Pannu, Prakash Raj",Drama,2011
Katha Screenplay Darsakatvam Appalaraju,Ram Gopal Varma,"Sunil, Swati Reddy, Brahmanandam, Sakshi Gulati",Comedy,2011
Aha Naa Pellanta!,Veera Brahmam,"Allari Naresh, Ritu Barmecha",Comedy,2011
LBW Life Before Wedding,Praveen Sattaru,"Abhijith Pundla, Asif Raj, Chinmayi Ghatrazu, Nishanthi Evani",Romance,2011
Kudirithe Kappu Coffee,Ramana Salva,"Varun Sandesh, Suma Bhattacharya",Romance,2011
Prema Kavali,Vijaya Bhaskar. K,"Aadi, Sindhu Tolani, Isha Chawla",Romance,2011
Mangala,Osho Thulasi Ram,"Charmy Kaur, Pradeep Rawat, Subhash",Thriller Erotic,2011
Thimmaraju,Vemagiri,"Ali, Deepthi",Comedy,2011
Nitya Pellikoduku,Alahari,"Posani Krishna Murali, Apoorva, Gowri Pandit",Romance,2011
Dongala Mutha,"Ram Gopal Varma, Puri Jagannadh","Ravi Teja, Charmy Kaur, Prakash Raj, Lakshmi Manchu, Sunil",Suspense Thriller,2011
Raaj,V. N. Aditya,"Sumanth, Priyamani, Vimala Raman",Action,2011
Karalu Miriyalu,Pasupuleti Venkata Rama Rao,"Navakesh, Madhu Shalini",Drama,2011
Chattam,Arun Prasad P. A.,"Jagapathi Babu, Vimala Raman, Brahmanandam",Action,2011
Sakthi,Meher Ramesh,"Jr. NTR, Ileana D'Cruz, Manjari Phadnis, Jackie Shroff, Sonu Sood",Action,2011
Manchivadu,Deepthi,"Tanish, Bhama, K. Vishwanath, Chandramohan",Drama,2011
Lokame Kothaga,Bharath Parepalli,"Shivaji, Aditi Agarwal",Romance,2011
Teen Maar,Jayanth C. Paranjee,"Pawan Kalyan, Trisha Krishnan, Kriti Kharbanda",Romance,2011
Galli Kurrolu,Sai Venkat,"Naga Varma, Shefali Sharma",Drama,2011
Mr. Perfect,Dasrath,"Prabhas, Kajal Aggarwal, Taapsee Pannu, Prakash Raj, Brahmanandam",Action,2011
Nenu Naa Rakshasi,Puri Jagannath,"Rana Daggubati, Ileana D'Cruz, Abhimanyu Singh, Mumaith Khan",Romance,2011
100% Love,Sukumar,"Naga Chaitanya, Tamannaah Bhatia, Tara Alisha",Romance,2011
Seema Tapakai,G. Nageshwar Reddy,"Allari Naresh, Poorna",Comedy,2011
Veera,Ramesh Varma,"Ravi Teja, Kajal Aggarwal, Taapsee Pannu, Manjari Phadnis, Brahmanandam",Action,2011
Dussasana,Posani Krishna Murali,"Srikanth, Sanjana, Tashu Kaushik, Brahmanandam",Action,2011
Vykuntapali,Satyadeep Reddy,"Krishnudu, Ajay, Randhir, Tashu Kaushik, Sana, Subbaraju","Comedy, Thriller",2011
Maaro,Siddique,"Nitin, Meera Chopra, Abbas, Kota Srinivasa Rao",Masala,2011
Prema Sagaram,A. Majeed,"Hasan, Shouri",Romance,2011
Babloo,Ravichandran Reddy,"Mano Tej, Aditi Sharma, Mukul Dev",Romance,2011
Badrinath,V.V. Vinayak,"Allu Arjun, Tamannaah Bhatia, Prakash Raj","Action, Drama",2011
180,Jayendra,"Siddharth, Nithya Menen, Priya Anand, Tanikella Bharani, Mouli, Geetha",Romantic Drama,2011
Nagaram Nidrapotunna Vela,Premraj,"Jagapathi Babu, Charmee Kaur, Sayaji Shinde, Babu Mohan, M. S. Narayana",Thriller,2011
Brammigadi Katha,Eeshwar Reddy,"Varun Sandesh, Poonam Kaur, Asmita Sood, Brahmanandam",Romance,2011
Virodhi,Neelakanta,"Srikanth, Kamalini Mukherjee, Ajay",Action,2011
Kodipunju,BVV Choudhary,"Tanish, Anchal Sabharwal, Roja",Drama,2011
Sanchalanam,B V Ramana Reddy,"Kamalakar, Saikumar, Supreet",Action,2011
,,,,2011
Kandireega,Santosh Srinivas,"Ram, Hansika Motwani, Aksha Pardasany, Swati Reddy, Sonu Sood, Brahmanandam",Masala,2011
Dhada,Ajay Bhuyan,"Naga Chaitanya, Kajal Aggarwal, Samiksha, Sreeram, Brahmanandam, Kelly Dorjee",Action,2011
Mugguru,V. N. Aditya,"Navdeep, Sivaji, Shraddha Das, Srinivas Avasarala, Sanjana, Reema Sen",Comedy,2011
Keratam,Gautam Patnaik,"Siddharth Rajkumar, Rakul Preet Singh, Aishwarya",Drama,2011
Daggaraga Dooranga,Ravi Chavali,"Sumanth, Vedhika",Romance,2011
"Money Money, More Money",J. D. Chakravarthy,"J. D. Chakravarthy, Gajala, Brahmanandam, Asha Saini",Comedy,2011
Aakasame Haddu,Raavicharan,"Navdeep, Rajeev Saluri, Panchi Bora",Youthful,2011
Vara Prasad Potti Prasad,Satya Varanasi,"Srinivas Avasarala, Vijay Sai, Karina Shah, Priya Ahuja",Adult Comedy,2011
Dookudu,Srinu Vaitla,"Mahesh Babu, Samantha Ruth Prabhu, Sonu Sood, Sonia Deepti, Prakash Raj","Action, Comedy, Romance",2011
Madatha Kaja,Seetarama Raju,"Allari Naresh, Sneha Ullal","Comedy, Romance",2011
Vankaya Fry,Chandramouli,"Sumith Arora, Anu Smrithi, Brahmanandam",Comedy,2011
Oosaravelli,Surender reddy,"Jr. NTR, Tamannaah, Shaam",Action,2011
Pilla Zamindar,G. Ashok,"Nani, Haripriya, Bindu Madhavi","Drama, Romance",2011
Nuvvila,Ravi Babu,"Havish, Ajay, Prasad Barve, Vijay Sai, Yami Gautam, Sarayu, Remya Nambeesan",Romance,2011
Mogudu,Krishna Vamshi,"Gopichand, Taapsee Pannu, Shraddha Das",Romance,2011
Oh My Friend,Venu Sriram,"Siddarth, Shruti Haasan, Navdeep, Hansika Motwani",Romance,2011
Its My Love Story,Madhura Sreedhar,"Arvind Krishna, Nikita Narayan, Jayasudha, Sarath Babu",Romance,2011
Sri Rama Rajyam,Bapu,"Akkineni Nageswara Rao, Nandamuri Balakrishna, Srikanth, Nayantara, Jayasudha, K. R. Vijaya, Saikumar",Mythology (fiction),2011
Veedu Theda,Chinni Krishna,"Nikhil Siddharth, Pooja Bose","Action, Romance",2011
Solo,Parashuram,"Nara Rohit, Nisha Aggarwal, Prakash Raj",Drama,2011
Bejawada,Vivek Krishna,"Naga Chaitanya, Amala Paul, Prabhu, Abhimanyu Singh, Mukul Dev, Ajay, Brahmanandam, Kota Srinivasa Rao",Action,2011
Panjaa,Vishnuvardhan,"Pawan Kalyan, Sarah Jane Dias, Jackie Shroff, Anjali Lavania",Action,2011
Priyudu,Shravan,"Varun Sandesh, Preetika Rao, Shweta Prasad",Romance,2011
Rajanna,Vijayendra Prasad,"Akkineni Nagarjuna, Sneha, Shweta Menon, Baby Aney, Nassar, Pradeep Rawat","Action, Drama",2011
Kshetram,T. Venugopal,"Jagapathi Babu, Priyamani, Shaam",Action,2011
,,,,2011
,,,,2011
,,,,2011
,,,,2011
Title,unknown,Cast,unknown,2011
Devadasini,unknown,"Deva Monica Bedi, Satya Prakash, Mukesh Rishi",unknown,2011
Anthima Theerpu,unknown,"Suresh Gopi, Saikumar, Vani Viswanath",unknown,2011
Erra Gulabilu,unknown,"Sameera Reddy, Veera Bahu",unknown,2011
Super,unknown,"Upendra, Nayantara, Tulip Joshi",unknown,2011
Gang War,unknown,"Shaam, Meenakshi, Anandaraj",unknown,2011
Jackie,unknown,"Puneeth Rajkumar, Bhavana (Malayalam actress), Rangayana Raghu",unknown,2011
Puli Veta,unknown,"Vijay, Anushka Shetty, Sayaji Shinde",unknown,2011
America Alludu,unknown,"Ravichandran, Srikanth, Kamna Jethmalani, Jennifer Kotwal",unknown,2011
Lankeshwari,unknown,"Meghana Raj, Thilakan, Madhav, Captain Raju",unknown,2011
Rangam,unknown,"Jiiva, Ajmal Ameer, Karthika Nair, Pia Bajpai",unknown,2011
Vaishali,unknown,"Aadhi, Sindhu Menon, Nandha, Saranya Mohan",unknown,2011
Vaadu Veedu,unknown,"Arya, Vishal Krishna, Madhu Shalini, Janani Iyer",unknown,2011
Goa,unknown,"Vaibhav Reddy, Jai, Pia Bajpai, Sneha, Premji Amaren, Melanie Marie",unknown,2011
Nanna,unknown,"Vikram, Anushka Shetty, Amala Paul, Sara Arjun",unknown,2011
Kanchana,unknown,"Lawrence Raghavendra, Lakshmi Rai, Sarath Kumar",unknown,2011
ATM,unknown,"Prithviraj, Bhavana (Malayalam actress), Narain",unknown,2011
Sega,unknown,"Nani, Karthik Kumar, Nithya Menen, Bindu Madhavi",unknown,2011
Naa Peru Shiva,unknown,"Karthi, Kajal Aggarwal",unknown,2011
Markandeyan,unknown,"Srihari, Nivedhitha, Savika Chaiyadej (Pinky), Sabareesh",unknown,2011
Simha Mukhi,unknown,"R. Parthiban, Namitha, Sudhakar Naidu",unknown,2011
Roudram,unknown,"Jiiva, Shriya Saran, Prakash Raj",unknown,2011
Urumi,unknown,"Prithviraj, Prabhu Deva, Genelia D'Souza, Tabu, Nithya Menen, Vidya Balan, Arya",unknown,2011
Gambler,unknown,"Ajith Kumar, Arjun, Trisha Krishnan, Anjali, Vaibhav Reddy, Lakshmi Rai, Andrea Jeremiah",unknown,2011
Vasthad,unknown,"Aadhi, Meera Nandan",unknown,2011
Vachadu Gelichadu,unknown,"Jiiva, Taapsee Pannu, Nandha",unknown,2011
Shishira,unknown,"Yashas, Meghana Mudhiyan, Prema",unknown,2011
7th Sense,unknown,"Suriya, Shruti Hassan, Abhinaya, Johnny Tri Nguyen",unknown,2011
Sangharshana,unknown,"M. Sasikumar, Swati Reddy, Allari Naresh, Vasundhara",unknown,2011
The Dirty Picture,unknown,"Naseeruddin Shah, Vidya Balan, Emraan Hashmi, Tusshar Kapoor",unknown,2011
Don 2,unknown,"Shahrukh Khan, Priyanka Chopra, Lara Dutta, Om Puri, Boman Irani, Sameera Reddy",unknown,2011
Veedinthe,unknown,"Vikram, Deeksha Seth, K. Vishwanath, Mithra Kurian",unknown,2011
Bachelors 2,Jakir,"Jakir, Avinn, Mahabub bhasha, Rajsekhar, Tripti sharma Ali","Comedy, Romance",2012
Businessman,Puri Jagannadh,"Mahesh Babu, Kajal Aggarwal, Prakash Raj, Nassar, Sayaji Shinde","Action, Romance",2012
Bodyguard,Gopichand Malineni,"Venkatesh, Trisha Krishnan, Saloni Aswani, Prakash Raj","Romance, Drama",2012
Nandeeswarudu,Srinu Yajarala,"Taraka Ratna, Sheena Shahabadi, Rajeev Kanakala",Action,2012
Ayyare,"Saagar Chandra Rajendra Prasad, Sai Kumar, Sivaji","Drama, Romance",Produced by Preetham Productions,2012
Ramadandu,Satish Vegesna,"Krishnudu, Soumya, Bharath","Comedy, Drama",2012
Love Cheste,Dhruva Nag,"Vishnu, Manjulika, Siddhi Mamre","Comedy, Romance",2012
Alibaba Intlo Andaru Dongale,Neelam K Sekar,"V Ramana, Jyothi Lal",Comedy,2012
Dhoni,Prakash Raj,"Prakash Raj, Aakash, Sriteja, Radhika Apte",Drama,2012
Rushi,Raj Madiraju,"Arvind Krishna, Supriya","Drama, Romance",2012
Shiva Manasulo Shruti,Thathineni Satya,"Sudheer Babu, Regina Cassandra",Romance,2012
Veerangam,Vemuganti,"Suman, Shyamala, Ashish Vidyarthi, Kota Srinivasa Rao",Action,2012
Love Failure,Balaji Mohan,"Siddharth, Amala Paul",Romance,2012
Nippu,Gunasekhar,"Ravi Teja, Deeksha Seth",Action,2012
Poola Rangadu,Veerabhadram,"Sunil, Isha Chawla, Kota Srinivasa Rao","Comedy, Drama",2012
Ishq,Vikram Kumar,"Nitin Reddy, Nithya Menon, Sindhu Tolani",Romance,2012
My Heart is Beating,Arun RudraKiran Meegada,"Revanth, Rajitha, Rajasekhar, Srini Kolla",Romance,2012
10th Class Lo,B. S. Raju,"Sai Srinivas, Shipra Gaur",Romance,2012
Mr. Nookayya,Ani Kanneganti,"Manoj Manchu, Kriti Kharbanda, Sana Khan",Action,2012
Kulu Manali,Vignesha Satish,"Vimala Raman, Krishnudu, Shashank, Archana, Samiksha",Suspense thriller,2012
Nanda Nanditha,Ramshiva,"Surya Pratap, Meghana Raj, Hemachandran, Nassar",Romance,2012
Nuvva Nena,P. Narayana,"Allari Naresh, Sharvanand, Shriya Saran, Vimala Raman",Romantic comedy,2012
Prema Pilustondi,Ajay Nathani,"Balu, Sindhu Menon","Action, Romance",2012
Ding Dong Bell,Madhusudan Reddy,"Krishnudu, Shweta Prasad, Bhanu Sri Mehra, Sumit Arora",Comedy,2012
Naa Ishtam,Prakash Toleti,"Rana Daggubati, Genelia D'Souza",Romance,2012
Ee Rojullo,Maruthi,"Srinivas, Reshma",Romance,2012
Seeta Weds Sriram,P.S.L,"Krishna, Chandra Mohan, Uttej",Action,2012
Lovely,B. Jaya,"Aadi, Shanvi","Action, Romance",2012
Balaraju Aadi Bammardi,Rama Krishna,"Aryan Rajesh, Srihari, Shraddha Arya",Action,2012
Rachcha,Sampath Nandi,"Ram Charan Teja, Tamanna Bhatia",Action,2012
Neeku Naaku Dash Dash,Teja,"Prince, Nandita, Teertha, Tanikella Bharani, Banerjee",Romance,2012
Devasthanam,Janardhana Maharshi,"K. Viswanath, S. P. Balasubrahmanyam, Aamani, Kovai Sarala",Family,2012
Friends Book,R. P. Patnaik,"Nischal, Uday, Archana Sharma, Nisha Shetty, Rao Ramesh, Chalapathi Rao",Thriller,2012
Disco,Hari K Chanduri,"Nikhil Siddharth, Sara Sharma, M. S. Narayana",Romance,2012
Nuvvekkadunte Nenakkadunta,Subha Selvam,"Uday Kiran, Shweta Basu Prasad, Brahmanandam",Romance,2012
Maa Oorilo Okasari Emi Jarigindante,Chandu,"Kuntal, Sree Siri","Comedy, Romance",2012
Anukokunda,Raja Narendra,"Shiva, Yogesh, Mythili, Maheshwari",Action,2012
Dammu,Boyapati Srinu,"Jr. NTR, Trisha Krishnan, Karthika, Bhanupriya",Action,2012
Gabbar Singh,Harish Shankar,"Pawan Kalyan, Shruti Haasan, Abhimanyu Singh, Suhasini Maniratnam",Action,2012
Sashesam,Sri Kishore,"Vikram Shekar, Supriya",Suspense thriller,2012
Guruvaram,Vighna Vinayak,"Rami Reddy, Suman, Annapoorna, Babu Mohan, Uttej","Biographical, Drama",2012
Daruvu,Siva,"Ravi Teja, Taapsee Pannu, Brahmanandam, M. S. Narayana",Socio-Fantasy,2012
Yadartha Prema Katha,Charan Raj,"Amar, Chiri, Suman Setty, Charan Raj","Drama, Romance",2012
Adhinayakudu,Parachuri Murali,"Nandamuri Balakrishna, Lakshmi Rai, Saloni Aswani","Action, Romance",2012
Endukante... Premanta!,A. Karunakaran,"Ram, Tamannaah, Richard Rishi, Suman, Sayaji Shinde",Romance,2012
Gandharvulu,Gopal G. Perumall,"Sunitha setty, Dhana, Swetha Nair","Drama, Romance",2012
Naalo Nenu,P. S. Reddy,"Sampath Raj, Rohit, Sri",Romance,2012
Oka Romantic Crime Katha,Sunil Kumar Reddy,"Nandam, Sai Anil, Gayatri, Divya Swapna","Romance, Thriller",2012
Maa Abbai Engineering Student,Srinivas Guttula,"Naga Siddhartha, Radhika",Romance,2012
Mem Vayasuku Vacham,Trinadha Rao Nakkina,"Tanish, Neeti Taylor, Rama Prabha, Mahabub Bhasha",Romance,2012
All the Best,J. D. Chakravarthy,"Srikanth, J. D. Chakravarthy, Lucky Sharma, Kota Srinivasa Rao, Brahmanandam",Comedy,2012
,,,,2012
Eega,S. S. Rajamouli,"Nani, Samantha, Sudeep",Socio-Fantasy,2012
Tuneega Tuneega,M. S. Raju,"Sumanth Ashwin, Rhea Chakraborty","Romance, Drama",2012
Uu Kodathara? Ulikki Padathara?,Sekhar Raja,"Manoj Manchu, Nandamuri Balakrishna, Deeksha Seth",Socio-fantasy,2012
Onamalu,Kranthi Madhav,"Rajendra Prasad, Kalyani",Drama,2012
Mr. 7,S.R. Charan Reddy,"Jr. SVR, Neelam Upadhyay, M. S. Narayana, Srinivasa Reddy",Romance,2012
Julayi,Trivikram Srinivas,"Allu Arjun, Ileana D'Cruz, Rajendra Prasad, Sonu Sood","Action, Comedy",2012
Andala Rakshasi,Hanu Raghavapudi,"Naveen Chandra, Rahul Ravindran, Lavanya Tripathi",Romance,2012
Devudu Chesina Manushulu,Puri Jagannadh,"Ravi Teja, Ileana D'Cruz, Prakash Raj, Bramhanandam","Action, Comedy",2012
Sudigadu,Bhimaneni Srinivasa Rao,"Allari Naresh, Monal Gajjar, Brahmanandam, Ali, M. S. Narayana",Comedy,2012
Srimannarayana,Ravi Chavali,"Nandamuri Balakrishna, Parvati Melton, Isha Chawla",Action,2012
Shirdi Sai,K. Raghavendra Rao,"Akkineni Nagarjuna, Srikanth, Kamalinee Mukherjee",Drama,2012
Life Is Beautiful,Sekhar Kammula,"Shriya Saran, Amala, Anjala Zaveri, Naveen Polishetty, Abhijeet, Sudhakar, Kaushik, Zara, Rashmi, Kavya",Romance,2012
People's War,R. Narayana Murthy,"R. Narayana Murthy, Srihari, Posani Krishna Murali",Social drama,2012
Vennela 1 1/2,Vennela Kishore,"Chaitanya Krishna, Monal Gajjar, Vennela Kishore, Brahmanandam",Comedy,2012
Avunu,Ravi Babu,"Poorna, Harshavardhan Rane, Ravi Babu",Thriller,2012
Em Babu Laddu Kavala,Gandhi Manohar,"Sivaji, Rachana Maurya, Aditi Agarwal, M. S. Narayana, Jeeva",Romantic thriller,2012
Rebel,Raghava Lawrence,"Prabhas, Tamannaah, Deeksha Seth, Krishnam Raju, Sriman",Action,2012
Housefull,Ajay Bhuyan,"Vipin, Gowri Pandit, Vega, Ali, Jeeva",Romantic thriller,2012
Sorry Teacher,Sri Satya,"Kavya Singh, Aryaman",Romantic thriller,2012
Railway Station,Krishna Maya,"Shiva, Sandeep, Jayanth, Shravani",Romance,2012
Cameraman Gangatho Rambabu,Puri Jagannadh,"Pawan Kalyan, Tamannaah",Action,2012
Denikaina Ready,G.Nageswara Reddy,"Vishnu Manchu, Hansika Motwani, Brahmanandam, Roja",Comedy,2012
Dream,Bhavani Shankar K,"Rajendra Prasad, Pavani Reddy, Jayashree, Deepti",Medical thriller,2012
6,Srikanth Lingode,"Jagapati Babu, Gayatri Iyer, Satyam Rajesh",Thriller,2012
Lucky,Hari,"Srikanth, Meghana Raj, Jayasudha, Roja, Brahmanandam",Romance,2012
Bus Stop,Maruthi,"Prince Cecil, Sri Divya, Hasika, Rao Ramesh",Romance,2012
Yuganiki Okka Premikudu,Akash,"Akash, Shweta Basu Prasad, Kota Srinivasa Rao",Romance,2012
Sri Vasavi Vaibhavam,Udaya Bhaskar,"Meena, Suhasini, Suman, Sai Kiran",Drama,2012
Damarukam,Srinivasa Reddy,"Akkineni Nagarjuna, Anushka Shetty, Panchi Bora, Prakash Raj",Socio-Fantasy,2012
Routine Love Story,Praveen Sattaru,"Sundeep Kishan, Regina Cassandra, M. S. Narayana, Vennela Kishore",Romance,2012
Krishnam Vande Jagadgurum,Krish,"Rana Daggubati, Nayantara, Kota Srinivasa Rao, Posani Krishna Murali, L.B. Sriram","Drama, Action",2012
Mythri,Surya Raju,"Navdeep, Sadha, Brahmanandam, Uttej",Suspense thriller,2012
Chanakyudu,G. Srinivas,"Tanish, Ishitha, Kota Srinivasa Rao, Chandra Mohan","Drama, Romance",2012
Devaraya,Nani Krishna,"Srikanth, Meenakshi Dixit, Vidisha, Jaya Prakash Reddy",Historical drama,2012
Chaduvukovali,Venkateswara Rao Maddali,"Seetha, Baby Annie, Kota Shankar Rao",Social-Drama,2012
Swati I Love You,Santosh Parlawar,"Santosh Parlawar, Lasya",Romance,2012
Kittigadu,Aditya PC,"Vishal Kumar, Sai Kiran, Surekha Vani",Drama,2012
Yeto Vellipoyindhi Manasu,Gautham Menon,"Nani, Samantha, Krishnudu, Anupama Kumar",Romance,2012
Yamaho Yama: In America,Y. Jitender,"Sairam Shankar, Parvati Melton, Srihari, Sanjjanaa","Socio-fantasy, Comedy",2012
Sarocharu,Parasuram,"Ravi Teja, Kajal Aggarwal, Richa Gangopadhyay, Nara Rohit","Action, Romance",2012
Midhunam,Tanikella Bharani,"S. P. Balasubrahmanyam, Lakshmi",Drama,2012
Agnatham,Sridhar Pokuru,"Kalyani, Subbaraju, Krishna Bhagavaan, Jeeva",Action,2012
Yamudiki Mogudu,E. Satti Babu,"Allari Naresh, Richa Panai, Sayaji Shinde, Ramya Krishna, Naresh","Socio-fantasy, Comedy",2012
Ko Antey Koti,Anish Yohan Kuruvilla,"Sharwanand, Priya Anand, Sri Hari",Action,2012
Genius,Anchor Omkar,"Havish, Sanusha, R. Sarathkumar, Abhinaya",Action,2012
Sevakudu,V. Samudra,"Srikanth, Charmy Kaur, Krishna, Manjula Swaroop",Action,2013
Naayak,V. V. Vinayak,"Ram Charan Teja, Kajal Aggarwal, Amala Paul, Brahmanandam",Action,2013
Seethamma Vakitlo Sirimalle Chettu,Srikanth Addala,"Mahesh Babu, Venkatesh, Anjali, Samantha, Prakash Raj, Jayasudha",Family drama,2013
Satruvu,NSR Prasad,"Srikanth, Aksha",,2013
Case no 666/2013,"Venkat Siddareddy, Purnesh Konathala","Charan Tej, Aditya, Nanda Kishore, Guru Charan, Anurag, Nikitha",Found footage,2013
Ongole Gittha,Bhaskar,"Ram Pothineni, Kriti Kharbanda",Action,2013
Bullabbai,Yuvaraju,"Krishnudu, Brahmanandam, Shravani",Romantic comedy,2013
Mirchi,Koratala Siva,"Prabhas, Anushka Shetty, Richa Gangopadhyay, Sathyaraj, Nadhiya","Romance, Action",2013
Okkadine,Srinivas Raga,"Nara Rohit, Nithya Menen",Romance,2013
Chammak Challo,G. Neelakanta Reddy,"Varun Sandesh, Sanchita Padukone, Catherine Tresa, Vennela Kishore, Srinivas Avasarala",Romance,2013
Jabardasth,Nandini Reddy,"Siddharth, Samantha, Nithya Menen",Romantic comedy,2013
Mr. Pellikoduku,Devi Prasad,"Sunil, Isha Chawla, Ravi Babu, Ali",Romantic comedy,2013
Race,Ramesh Raparthi,"Vikram, Karthik, Bharat Kishore, Disha Pandey, Nikitha Narayanan",Romance,2013
Gundello Godari,Kumar Nagendra,"Aadhi, Lakshmi Manchu, Sundeep Kishan, Taapsee Pannu",Drama,2013
Mahankali,Jeevitha Rajasekhar,"Rajasekhar, Madhurima, Pradeep Rawat",Action,2013
Telugabbai,Vo Yes Avinash,"Tanish, Remya Nambeesan, Tashu Kaushik, Naga Babu, Sona Nair",Romance,2013
3G Love,Govardhan Krishna,"Avinash, Neelima, Rao Ramesh, Prabhas Sreenu",Romantic comedy,2013
Backbench Student,Madhura Sreedhar Reddy,"Mahat Raghavendra, Piaa Bajpai, Archana Jose Kavi",Romance,2013
Rai Rai,Sudhir Raju,"Sri, Aksha",Romance,2013
Bakara,CSR Krishnan,"Srihari, Pradeep, Yashika, Pawan, Brahmanandam",Comedy,2013
Swamy Satyananda,Madan Patel,"Ravi Chetan, Neha, Anku, Madan Patel",Satire,2013
Swamy Ra Ra,Sudhir Varma,"Nikhil, Swati Reddy, Ravi Babu, Pooja Ramachandran, Jeeva","Comedy, Thriller",2013
