Title,Director,Cast,Genre,Year
Kotha Dampathulu,,,,1984
Kurra Cheshtalu,,,,1984
Kurukshetramlo Sita,B. V. Prasad,"Mohan Babu, Murali Mo-han, Gollapudi, Ambika, Jayasudha, Raja Suloch-ana",(A),1984
Kutumba Gowaravam,,,,1984
Mahanagaramlo Mayagadu,Vijaya Bapineedu,"Chiranjeevi, Vijayashanti, Allu Ramalingaiah",,1984
Manasa Veena,Rama Arankanna,"Rajkumar, Revathi, Sumithra",,1984
Mangammagari Manavadu,Kodi Ramakrishna,"Nandamuri Balakrishna, Suhasini, Bhanumathi",,1984
Mayuri,Singeetham Srinivasa Rao,"Sudha Chandran, P. L. Narayana, Nirmalamma",,1984
Merupu Daadi,P. N. Ramachandra Rao,"Suman, Bhanu Chander, Ranganath",,1984
Naagu,Tatineni Prasad,"Chiranjeevi, Radha, Jaggayya",,1984
Nava Mohini,B. Vittalacharya,"Narasimha Raju, Rohini",,1984
Palnati Puli,Tatineni Prasad,"Nandamuri Balakrishna, Bhanupriya",,1984
Rachayitri,,,,1984
Raga Bandham,,,,1984
Railu Dopidi,K. S. Reddy Story: Vietnam Veedu Sundaram Dialogues:- Modhukuri Lyrics:- Dr. Cnare,"Prabha, Vijaya Lalitha, Bhanuchandar, Jayamali-ni,",,1984
Rajahmundry Rome,K V S Prasad Reddy (Story/Screenplay/Direction - Dialogues),"Raj Babu, Deepa, Devika, Sarath Babu",Crime Thriller,1984
Raktha Sambandham,Vijaya Nirmala,"Krishna Ghattamaneni, Radha, Jayanthi",,1984
Rana,Dasari Narayana Rao,"Shoban Babu, Raadhika, Vijayashanti, Somayajulu",,1984
Raraju,G. Rammohan Rao,"Krishnam Raju, Vijayashanti, Sharada",,1984
Rojulu Marayi,Satyanarayana Vejella (Screenplay/Direction) Story/Dialogues:-Parchuri Gopalakrishna,"Sivakrishna, Gummadi Venkateswara Rao, Prabha, Rajyalakshmi, Rajeswari, Dr. Siva Prasad, Nutan Prasad, P. L. Narayana, Rajendra Prasad, Kiran Babu, Vallam Narasimha Rao, etc.,",,1984
Rowdy,A. Mohan Gandhi,"Krishnam Raju, Radha, Bhanupriya",,1984
Rustum,A. Kodandarami Reddy,"Chiranjeevi, Urvashi, Rao Gopal Rao",,1984
S. P. Bhayankar,V. B. Rajendra Prasad,"ANR, Krishnam Raju, Sridevi, Vijayashanti",,1984
Sahasame Jeevitham,"Bharathi, Vasu","Nandamuri Balakrishna, Vijji",,1984
Sampoorna Premayanam,N. B. Chakravarthy,"Sobhan Babu, Jaya Prada",,1984
Sangeeta Samrat,Singeetham Srinivasa Rao,"ANR, Jaya Prada",,1984
Seethamma Pelli,Bapu,"Mohan Babu, Revathi, Aruna",,1984
Srimadvirat Veerabrahmendra Swami Charitra,N. T. Rama Rao,"N. T. Rama Rao, Nandamuri Balakrishna, Kanchana, Prabha",,1984
Srivariki Premalekha,Jandhyala,"Naresh, Poornima",,1984
Swati,Kranthi Kumar,"Suhasini, Bhanu Chander, Sharada",,1984
Tandava Krishnudu,P. Chandrasekhara Reddy,"ANR, Jaya Prada",,1984
Vasantha Geetam,Singeetham Srinivasa Rao,"ANR, Radha",,1984
Veerabhadrudu,"Pinisetti Ravi Raja (Screenplay/Direction) Dialogues:- Pinisetti Lyrics:- Rajasri, Veturi, Gopi","Madhala Ranga Rao, Murali, Vijayasanthi, Narra, Jyothi",,1984
Yuddham,Dasari Narayana Rao,"Krishna Ghattamaneni, Krishnam Raju",,1984
Aatmabalam,T. L. V. Prasad,"Nandamuri Balakrishna, Bhanupriya",unknown,1985
Adavi Donga,K. Raghavendra Rao,"Chiranjeevi, Radha, Sharada, Rao Gopal Rao",unknown,1985
Agni Parvatam,K. Raghavendra Rao,"Krishna Ghattamaneni, Vijayashanti, Radha, Sharada",unknown,1985
Anveshana,Vamsy,"Karthik, Bhanupriya, Sharath Babu, Satyanarayana Kaikala",unknown,1985
Babayi-Abbayi,Jandhyala,"Nandamuri Balakrishna, Anitha Reddy",unknown,1985
Bangaru Chilaka,Anil Kumar,"Arjun, Bhanupriya, Rajesh, Subhalekha Sudhakar",unknown,1985
Bhale Thammudu,Paruchuri Brothers,"Nandamuri Balakrishna, Urvashi",unknown,1985
Bharyabhartala Bandham,V. B. Rajendra Prasad,"Akkineni Nageshwara Rao, Nandamuri Balakrishna, Jayasudha, Rajani",unknown,1985
Bullet,Bapu,"Krishnam Raju, Suhasini",unknown,1985
Chattamtho Poratam,Kovelamudi Bapayya,"Chiranjeevi, Madhavi, Sumalatha",unknown,1985
Dampatyam,A. Kodandarami Reddy,"ANR, Jayasudha",unknown,1985
Darja Donga,Manivannan,"Suman, Vijayashanti",unknown,1985
Devalayam,T. Krishna,"Shoban Babu, Vijayashanti",unknown,1985
Donga,A. Kodandarami Reddy,"Chiranjeevi, Radha, Giribabu, Kota Srinivasa Rao",unknown,1985
Dongala Vetagadu,K. Raghavendra Rao,"Kamal Haasan, Raadhika, Pandari Bai",unknown,1985
Illale Devata,T. L. V. Prasad,"ANR, Raadhika, Bhanupriya",unknown,1985
Jwala,Raviraja Pinisetty,"Chiranjeevi, Bhanupriya, Raadhika",unknown,1985
Kattula Kondaiah,S. B. Chakravarthy,"Nandamuri Balakrishna, Sumalatha",unknown,1985
Kongu Mudi,Vijaya Bapineedu,"Shoban Babu, Jayasudha, Suhasini",unknown,1985
Kotha Pelli Koothuru,K. S. Rami Reddy,"Chandra Mohan, Vijayashanti, Rajendra Prasad",unknown,1985
Maa Pallelo Gopaludu,Kodi Ramakrishna,"Arjun, Poornima, Gollapudi",unknown,1985
Maha Sangramam,A. Kodandarami Reddy,"Krishna Ghattamaneni, Shoban Babu, Jaya Pradha, Sharada",unknown,1985
Maharaju,Vijaya Bapineedu,"Shoban Babu, Suhasini",unknown,1985
Manthra Dandam,Kommineni Seshagiri Rao,"Kanta Rao, Sudarshan",unknown,1985
Mogudu Pellalu,Jandhyala,"Naresh, Bhanupriya, Subhalekha Sudhakar",unknown,1985
Muchataga Mugguru,Relangi Narasimha Rao,"Chandra Mohan, Rajendra Prasad, Thulasi, Poornima, Nirmalamma, Giri Babu",unknown,1985
Nyayam Meere Cheppali,G. Rammohan Rao,"Suman, Jayasudha",unknown,1985
Oka Radha Iddaru Krishnulu,A. Kodandarami Reddy,"Kamal Haasan, Sridevi, Satyanarayana Kaikala, Nirmalamma",unknown,1985
Pachani Kapuram,T. Rama Rao,"Krishna Ghattamaneni, Sridevi, Jaggayya, Sowcar Janaki",unknown,1985
Palnati Simham,A. Kodandarami Reddy,"Krishna Ghattamaneni, Jayasudha, Radha, Sharada",unknown,1985
Pattabhishekam,K. Raghavendra Rao,"Nandamuri Balakrishna, Vijayashanti",unknown,1985
Pratighatana,T. Krishna,"Vijayshanti, Chandra Mohan",unknown,1985
Preminchu Pelladu,Vamsy,"Rajendra Prasad, Bhanupriya, Thulasi",unknown,1985
Puli,Raj Bharat,"Chiranjeevi, Radha",unknown,1985
Ragile Gundelu,A. Kodandarami Reddy,"Mohan Babu, Raadhika, Prabha",unknown,1985
Rakta Sindhuram,A. Kodandarami Reddy,"Chiranjeevi, Radha",unknown,1985
Shri Datta Darshanam,Kamalakara Kameshwara Rao,Sarundaman D. Banerjee,unknown,1985
Siksha,Relangi Narasimha Rao,"Chandra Mohan, Suhasini",unknown,1985
Sravanthi,Kranthi Kumar,"Mohan, Suhasini Maniratnam, Sarath Babu",unknown,1985
Srivari Shobanam,Jandhyala,"Naresh, Anitha Reddy",unknown,1985
Tirugubatu,Dasari Narayana Rao,"Krishnam Raju, Jayasudha",unknown,1985
Vajrayudham,K. Raghavendra Rao,"Krishna Ghattamaneni, Sridevi",unknown,1985
Vande Mataram,T. Krishna,"Rajasekhar, Vijayashanti",unknown,1985
Vijetha,A. Kodandarami Reddy,"Chiranjeevi, Bhanupriya",unknown,1985
Yuvataram Pilicindi,P. Bharatiraja,,unknown,1985
Aadi Dampatulu,Dasari Narayana Rao,"Akkineni Nageswara Rao, Jayasudha",unknown,1986
Aalapana,Vamsy,"Mohan, Bhanupriya",unknown,1986
Anasuyamma Gari Alludu,A. Kodandarami Reddy,"Nandamuri Balakrishna, Bhanupriya, Sharada",unknown,1986
Apoorva Sahodarulu,K. Raghavendra Rao,"Balakrishna, Vijayashanti, Bhanupriya, Sharada",unknown,1986
Aranyakanda,Kranthi Kumar,"Akkineni Nagarjuna, Ashwini, Rajendra Prasad",unknown,1986
Brahma Rudrulu,K. Murali Mohan Rao,"Akkineni Nageswara Rao, Daggubati Venkatesh, Lakshmi, Rajani",unknown,1986
Brahmastram,G. Ram Mohan Rao,"Krishna, Vijayashanti",unknown,1986
Captain Nagarjun,V. B. Rajendra Prasad,"Akkineni Nagarjuna, Kushboo, Rajendra Prasad, Nutan Prasad, Brahmanandam",unknown,1986
Chadastapu Mogudu,Sharath,"Suman, Bhanupriya, Rajesh, Subhalekha Sudhakar",unknown,1986
Chanakya Shapadham,K. Raghavendra Rao,"Chiranjeevi, Vijayashanti, Rao Gopal Rao, Annapoorna",unknown,1986
Chantabbai,Jandhyala,"Chiranjeevi, Suhasini, Allu Aravind, Chandra Mohan",unknown,1986
Deshoddharakudu,S. S. Ravichandra,"Balakrishna, Vijayashanti, Sharada",unknown,1986
Dhairyavanthudu,Lakshmi Deepak,"Chiranjeevi, Vijayashanti",unknown,1986
Driver Babu,,,unknown,1986
Ide Naa Samadhanam,Rajachandra,"Murali Mohan, Madhavi, Giribabu, Kota Srinivasa Rao",unknown,1986
Jayam Manade,K. Bapaiah,"Krishna Ghattamaneni, Sridevi",unknown,1986
Jeevana Poratam,Rajachandra,"Shoban Babu, Rajinikanth, Vijayashanti",unknown,1986
Kaliyuga Krishnudu,K. Murali Mohana Rao,"Nandamuri Balakrishna, Radha",unknown,1986
Kaliyuga Pandavulu,K. Raghavendra Rao,"Daggubati Venkatesh, Kushboo",unknown,1986
Karu Diddina Kapuram,D. V. Narasa Raju,"Nutan Prasad, Rajendra Prasad, Rama Prabha",unknown,1986
Kashmora,N. B. Chakravarthi,"Rajendra Prasad, Rajasekhar, Bhanupriya",unknown,1986
Khaidi Rudraiah,A. Kodandarami Reddy,"Krishna Ghattamaneni, Sridevi, Sharada, Nutan Prasad",unknown,1986
Kirathakudu,A. Kodandarami Reddy,"Chiranjeevi, Suhasini, Jaggayya",unknown,1986
Kondaveeti Raja,K. Raghavendra Rao,"Chiranjeevi, Radha, Vijayashanti",unknown,1986
Krishna Garadi,,,unknown,1986
Ladies Tailor,Vamsee,"Rajendra Prasad, Archana",unknown,1986
Magadheerudu,Vijay Bapineedu,"Chiranjeevi, Jayasudha, Chandra Mohan",unknown,1986
Mannemlo Monagadu,Kodi Ramakrishna,"Arjun, Vennela, Y. Vijaya",unknown,1986
Muddula Krishnaiah,Kodi Ramakrishna,"Nandamuri Balakrishna, Vijayashanti, Radha",unknown,1986
Nippulanti Manishi,S. B. Chakravarthi,"Nandamuri Balakrishna, Radha",unknown,1986
Padaharella Ammayi,P. S. Krishna Mohan Reddy,"Rajendra Prasad, Sudha",unknown,1986
Padamati Sandhya Ragam,Jandhyala,"Vijayashanti, Thomas Jane",unknown,1986
Papikondalu,G. Krishnamurthy,"Mohan Babu, Vanithasri, Dr. M. Prabhakara Reddy, Giri Babu, Jayamalini",unknown,1986
Pavitra,Vinay,"Rajendra Prasad, Chandra Mohan, Bhanupriya",unknown,1986
Prathigatana,T. Krishna,"Chandra Mohan, Vijayashanti, Charanraj",unknown,1986
Punyasthree,Ravi Raja Pinisetty,"Rajendra Prasad, Karthik, Bhavya",unknown,1986
Rakshasudu,A. Kodandarami Reddy,"Chiranjeevi, Suhasini, Radha",unknown,1986
Ravana Brahma,K. Raghavendra Rao,"Krishnam Raju, Radha, Lakshmi, Raadhika",unknown,1986
Rendu Rella Aaru,Jandhyala,"Chandra Mohan, Rajendra Prasad, Rajani, Sasikala",unknown,1986
Repati Pourulu,T. Krishna,"Rajasekhar, Vijayashanti",unknown,1986
Sakkanodu,V. Bhaskar Rao,"Shoban Babu, Vijayashanti",unknown,1986
Srimathi Oka Bahumathi,Visu,"Naresh, Chandra Mohan, Jayasudha",unknown,1986
Srinivasa Kalyanam,Kodi Ramakrishna,"Daggubati Venkatesh, Gouthami, Bhanupriya",unknown,1986
Simhasanam,Krishna Ghattamaneni,"Krishna Ghattamaneni, Radha, Jaya Pradha",unknown,1986
Sirivennela,K. Vishwanath,"Banerjee, Suhasini, Moon Moon Sen",unknown,1986
Sita Rama Kalyanam,Jandhyala,"Nandamuri Balakrishna, Rajani",unknown,1986
Swathi Muthyam,K. Vishwanath,"Kamal Hasan, Radhika, Sarat Babu",unknown,1986
Sri Shirdi Saibaba Mahathyam,K. Vasu,"Vijaya Chander, Chandra Mohan, Somayajulu, Anjali Devi, Sharath Babu",unknown,1986
Tandra Paparayudu,Dasari Narayana Rao,"Krishnam Raju, Jaya Prada, Jayasudha",unknown,1986
Ugra Narasimham,Dasari Narayana Rao,"Krishnam Raju, Jaya Prada, Mohan Babu",unknown,1986
Veta,A. Kodandarami Reddy,"Chiranjeevi, Jaya Pradha, Sumalatha, Jaggayya",unknown,1986
Vikram,Madhusudhan Rao,"Akkineni Nagarjuna, Shobana",unknown,1986
Aagraham,K. S. Ravikumar,"Rajasekhar, Amala",unknown,1993
Aadarsham,,"Jagapathi Babu, Ashwini Nachappa, Rahman",unknown,1993
Aashayam,Mohan Gandhi,"Vijayashanti, Jagapathi Babu, Vijayakumar",unknown,1993
Abbaigaru,E. V. V. Satyanarayana,"Daggubati Venkatesh, Meena Durairaj",unknown,1993
Akka Pettanam Chelleli Kapuram,Dasari Narayana Rao,"Rajendra Prasad, Aparna, Jayasudha",unknown,1993
Allari Alludu,A. Kodandarami Reddy,"Akkineni Nagarjuna, Naghma, Meena Durairaj, Vanisri",unknown,1993
Allari Priyudu,K. Raghavendra Rao,"Rajasekhar, Ramya Krishna, Madhoo",unknown,1993
Amma Koduku,Vadde Ramesh,"Rajasekhar, Sukanya, Brahmanandam",unknown,1993
Bangaru Bullodu,Raviraja Pinisetty,"Nandamuri Balakrishna, Ramya Krishna, Raveena Tandon",unknown,1993
Bava Bavamaridi,Sarath,"Suman, Krishnam Raju, Malashri, Jayasudha, Silk Smitha",unknown,1993
Chirunavvula Varamistava,N. H. Chandra,"Vikram, Rani",unknown,1993
Chittemma Mogudu,Kodi Ramakrishna,"Mohan Babu, Divya Bharati, Pooja Bedi, Brahmanandam",unknown,1993
Detective Narada,Vamshi,"Mohan Babu, Nirosha, Mohini",unknown,1993
Evandi Aavida Vachindi,E. V. V. Satyanarayana,"Sobhan Babu, Vanisri, Sharada",unknown,1993
Gaayam,Ram Gopal Varma,"Jagapathi Babu, Revathi Menon, Urmila Matondkar, Shiva Krishna, Kota Srinivasa Rao",unknown,1993
Jamba Lakidi Pamba,E. V. V. Satyanarayana,"Naresh, Aamani, Brahmanandam",unknown,1993
Joker,Vamshi,"Rajendra Prasad, Vani Viswanath, Shamili",unknown,1993
Kannayya Kittayya,Relangi Narasimha Rao,"Rajendra Prasad, Shobana, Aamani",unknown,1993
Kondapalli Raja,Raviraja Pinisetty,"Daggubati Venkatesh, Naghma, Suman",unknown,1993
Kongu Chatu Krishnudu,K. Ajay Kumar,"Naresh, Meena Durairaj, Brahmanandam",unknown,1993
Kunti Putrudu,Dasari Narayana Rao,"Mohan Babu, Vijayashanti",unknown,1993
Mahanadi,Santhana Bharathi,"Kamal Hassan, Sukanya, Shobana, Poornam Vishwanathan",unknown,1993
Major Chandrakanth,K. Raghavendra Rao,"N.T. Rama Rao, Mohan Babu, Naghma, Ramya Krishna",unknown,1993
Manavarali Pelli,P N Ramachandra Rao,"Harish, Soundarya, Sowcar Janaki",unknown,1993
Matru Devo Bhava,K. Ajay Kumar,"Madhavi, Nassar",unknown,1993
Mayalodu,S. V. Krishna Reddy,"Rajendra Prasad, Soundarya",unknown,1993
Mechanic Alludu,B. Gopal,"Chiranjeevi, Akkineni Nageswara Rao, Vijayashanti",unknown,1993
Money,Shiva Nageswara Rao,"J. D. Chakravarthy, Chinna, Renuka Shahane, Jayasudha, Paresh Rawal",unknown,1993
Mister Pellam,Bapu,"Rajendra Prasad, Aamani",unknown,1993
Mutha Mestri,A. Kodandarami Reddy,"Chiranjeevi, Meena Durairaj, Roja Selvamani",unknown,1993
Nippu Ravva,A. Kodandarami Reddy,"Balakrishna Nandamuri, Vijayashanti, Shobana",unknown,1993
One By Two,Shiva Nageswara Rao,"Meka Srikanth, J. J. Chakravarthy",unknown,1993
Parugo Parugu,Relangi Narasimha Rao,"Rajendra Prasad, Shruti",unknown,1993
Paruvu Pratishta,V. C. Guhanathan,"Suman, Suresh, Malasri, Lakshmi, Srividya, Raj Kumar, Srinath",unknown,1993
Pekata Papa Rao,Y Nageshwara Rao,"Rajendra Prasad, Kushboo, Brahmanandam, Nirmalamma",unknown,1993
Pillalu Diddina Kapuram,Perala,"Jagapathi Babu, Divyavani",unknown,1993
Prema Pusthakam,Gollapudi Srinivas,"Ajith Kumar, Kanchan",unknown,1993
Rajendrudu Gajendrudu,S. V. Krishna Reddy,"Rajendra Prasad, Soundarya",unknown,1993
Rajeswari Kalyanam,Kranthi Kumar,"ANR, Vanisri, Suresh, Meena",unknown,1993
Rakshana,Uppalapati Narayana Rao,"Akkineni Nagarjuna, Shobana, Roja Selvamani, Nassar",unknown,1993
Ratha Sarathi,Sarath,"ANR, Vinod Kumar, Raveena Tandon",unknown,1993
Rendilla Poojari,T Prabhakar,"Suman, Naghma, Shobana",unknown,1993
Srinatha Kavi Sarvabhowmudu,Bapu,"N. T. Rama Rao, Jayasudha, Rajendra Prasad",unknown,1993
Tholi Muddhu,K. Reddy,"Divya Bharti, Prashanth Thiagarajan",unknown,1993
Topi Raja Sweety Roja,N Shiva Prasad,"Rajendra Prasad, Roja Selvamani",unknown,1993
Varasudu,E. V. V. Satyanarayana,"Krishna, Nagarjuna, Naghma, Srikanth",unknown,1993
Aadaalla Majaka,Muthyala Subbaiah,"Vikram, Sivaranjani",unknown,1995
Aayanaki Iddaru,E. V. V. Satyanarayana,"Jagapati Babu, Ramya Krishna, Sivaranjani",unknown,1995
Adavi Dora,K. Sadasivarao,"Sobhan Babu, Nagma",unknown,1995
Alluda Majaka,E. V. V. Satyanarayana,"Chiranjeevi, Ramya Krishnan, Rambha, Lakshmi",unknown,1995
Amma Donga,Sagar,"Krishna, Soundarya, Aamani, Indraja",unknown,1995
Ammoru,Kodi Ramakrishna,"Suresh, Soundarya, Ramya Krishna, Baby Sunaina, Rami Reddy, Vadivukkarasi",unknown,1995
Ayanaku Iddaru,E. V. V. Satyanarayana,"Jagapathi Babu, Ooha, Ramya Krishna, Brahmanandam",unknown,1995
Bhale Bullodu,Sarath Babu,"Jagapathi Babu, Soundarya",unknown,1995
Big Boss,Vijaya Bapineedu,"Chiranjeevi, Roja Selvamani, Kota Srinivasa Rao, Madhavi",unknown,1995
Chilakapachcha Kaapuram,Kodi Ramakrishna,"Jagapathi Babu, Meena, Soundarya",unknown,1995
Criminal,K. S. Rama Rao,"Nagarjuna Akkineni, Ramya Krishna, Manisha Koirala",unknown,1995
Ghatotkachudu,S. V. Krishna Reddy,"Satyanarayana Kaikala, Roja Selvamani, Ali",unknown,1995
Gharana Bullodu,K. Raghavendra Rao,"Akkineni Nagarjuna, Ramya Krishna, Aamani",unknown,1995
God Father,Kodi Ramakrishna,"Vinod Kumar, Vani Viswanath, Kasthuri",unknown,1995
Ketu Duplicate,Relangi Narasimha Rao,"Rajendra Prasad, Surabhi, Brahmanandam, Satyanarayana Kaikala",unknown,1995
Lingababu Love Story,Vamsy,"Rajendra Prasad, Rajasri",unknown,1995
Maato Pettukoku,A. Kodandarami Reddy,"Nandamuri Balakrishna, Rambha, Roja Selvamani",unknown,1995
Maya Bazaar,Dasari Narayana Rao,"ANR, Suman, Aamani",unknown,1995
Money Money,Shiva Nageswara Rao,"Jagapathi Babu, Urmila Matondkar, J. D. Chakravarthy, Jayasudha",unknown,1995
Mounam,C. Umamaheshwara Rao,"Arvind Swamy, Nagma, Charu Hassan",unknown,1995
Mummy Mee Aayanochadu,K. Ajay Kumar,"Rajendra Prasad, Indraja, Keerthana",unknown,1995
Nirantharam,,Raghubir Yadav,unknown,1995
Pedarayudu,Raviraja Pinisetty,"Mohan Babu, Rajinikanth, Soundarya, Bhanupriya, Brahmanandam",unknown,1995
Pelli Sandadi,K. Raghavendra Rao,"Srikanth, Ravali, Deepti Bhatnagar",unknown,1995
Pokiri Raja,A. Kodandarami Reddy,"Daggubati Venkatesh, Roja Selvamani",unknown,1995
Punya Bhoomi Naa Desam,A. Kodandarami Reddy,"Mohan Babu, Meena Durairaj",unknown,1995
Raja Simham,,"Rajasekhar, Ramya Krishna, Soundarya",unknown,1995
Rikshavodu,Kodi Ramakrishna,"Chiranjeevi, Naghma, Soundarya, Jayasudha",unknown,1995
Sankalpam,A. M. Rathnam,"Jagapati Babu, Gautami",unknown,1995
Sisindri,Shiva Nageswara Rao,"Nagarjuna, Tabu, Amala, Aamani, Akhil",unknown,1995
Sogasu Chuda Taramaa?,Gunasekhar,"Naresh, Indraja, Tanikella Bharani",unknown,1995
Stri,K. S. Sethumadhavan,Rohini,unknown,1995
Subha Sankalpam,K. Vishwanath,"Kamal Hassan, Aamani, Priya Raman",unknown,1995
Taj Mahal,Muppulaleni Siva,"Srikanth, Monica Bedi",unknown,1995
Vajram,S. V. Krishna Reddy,"Akkineni Nagarjuna, Roja, Indraja",unknown,1995
Adhirindhi Alludu,E. V. V. Satyanarayana,"Mohan Babu, Gouthami, Ramya Krishna",unknown,1996
Akka Bagunnava,Mouli,"Vikram, Anand, Jayasudha, Ravali, Subhashri",unknown,1996
Akkada Ammayi Ikkada Abbayi,E. V. V. Satyanarayana,"Pawan Kalyan, Supriya, Sarath Babu",unknown,1996
Akkum Bakkum,K. Ram Gopal,"Ali, Brahmanandam, Babu Mohan, Annapoorna",unknown,1996
Amma Ammani Choodalanivundi,Sagar,"Vinod Kumar, Ramya Krishna, Brahmanandam",unknown,1996
Amma Durgamma,Vandemataram Srinivas,"Shashikumar, Ooha",unknown,1996
Bala Ramayanam,Guna Sekhar,"Jr. NTR, Suhani",unknown,1996
Bombay Priyudu,K. Raghavendra Rao,"J. D. Chakravarthy, Rambha, Vanisri",unknown,1996
Chinnabbayi,K. Vishwanath,"Daggubati Venkatesh, Ramya Krishnan, Ravali",unknown,1996
Deyyam,Ram Gopal Varma,"J. D. Chakravarthy, Maheshwari, Jayasudha",unknown,1996
Dharma Chakram,Suresh Krishna,"Daggubati Venkatesh, Ramya Krishna, Prema, Brahmanandam",unknown,1996
Drohi,P. C. Sreeram,"Kamal Hassan, Arjun Sarja, Gouthami Tadimalla, Geetha, Nassar, K. Vishwanath",unknown,1996
Family,Vijaya Bapineedu,"Rajendra Prasad, Sivaranjani",unknown,1996
Gulabi,Krishna Vamshi,"J. D. Chakravarthy, Maheshwari, Brahmanandam",unknown,1996
Gunshot,S. V. Krishna Reddy,"Ali, Prakash Raj, Keerthi Reddy",unknown,1996
Intlo Illalu Vantintlo Priyuralu,E. V. V. Satyanarayana,"Daggubati Venkatesh, Soundarya, Vineetha",unknown,1996
Jabilamma Pelli,A. Kodandarami Reddy,"Jagapathi Babu, Maheswari, Vanisri",unknown,1996
Ladies Doctor,Ramu,"Rajendra Prasad, Vineetha",unknown,1996
Little Soldiers,Gangaraju Gunnam,"Baladitya, Kota Srinivasa Rao, Brahmanandam",unknown,1996
Maa Aavida Collector,Kodi Ramakrishna,"Jagapathi Babu, Prema",unknown,1996
Maavichiguru,S. V. Krishna Reddy,"Jagapathi Babu, Aamani, Ranjitha",unknown,1996
Merupu,Gopichand Nadella,"Vikram, Anand, Kasthuri",unknown,1996
Mrugam,Rudrajj Suresh Varma,"J. D. Chakravarthy, Maheswari, Ranganath",unknown,1996
Ninne Pelladata,Krishna Vamsi,"Nagarjuna Akkineni, Tabu, Lakshmi",unknown,1996
Ooha,Sivala Prabhakar,"Vikram, Sivaranjani, Ali",unknown,1996
Pavitra Bandham,Muthyala Subbaiah,"Daggubati Venkatesh, Soundarya, S. P. Balasubramaniam",unknown,1996
Pittala Dora,Sana Yadireddy,"Aali, Indraja, Kota Srinivasa Rao, Thanikella Bharani",unknown,1996
Rambantu,Bapu,"Rajendra Prasad, Eswari Rao",unknown,1996
Ramudochadu,A. Kodandarami Reddy,"Akkineni Nagarjuna, Krishna, Soundarya, Ravali",unknown,1996
Rayudugaru Nayudugaru,Dasari Narayana Rao,"ANR, Vinod Kumar, Roja",unknown,1996
Sahasa Veerudu Sagara Kanya,K. Raghavendra Rao,"Daggubati Venkatesh, Shilpa Shetty, Malashri",unknown,1996
Sarada Bullodu,Raviraja Pinisetty,"Daggubati Venkatesh, Nagma, Sanghavi",unknown,1996
Shri Krishnarjuna Vijayam,Singeetam Srinivasa Rao,"Balakrishna, Roja Selvamani, Priya Raman",unknown,1996
Vamshanikokkadu,Sarath,"Balakrishna, Ramya Krishna",unknown,1996
Vinodam,S. V. Krishna Reddy,"Meka Srikanth, Ravali, Kota Srinivasa Rao",unknown,1996
Aahvaanam,S. V. Krishna Reddy,"Srikanth, Ramya Krishna, Heera Rajagopal",unknown,1997
Aaro Pranam,K. Veery,"Vineeth, Soundarya, S. P. Balasubramaniam, Lakshmi",unknown,1997
Abbaigari Pelli,Sharath,"Suman, Simran Bagga, Sanghavi",unknown,1997
Anaganaga Oka Roju,Ram Gopal Varma,"J. D. Chakravarthy, Urmila Matondkar, Raghuvaran, Brahmanandam",unknown,1997
Annamayya,K. Raghavendra Rao,"Nagarjuna Akkineni, Mohan Babu, Ramya Krishna, Suman, Kasthuri, Roja Selvamani, Sujatha",unknown,1997
Chilakkottudu,E. V. V. Satyanarayana,"Jagapati Babu, Rajendra Prasad Ramya Krishna",unknown,1997
Chinnabbayi,K. Viswanath,"Daggubati Venkatesh, Ramya Krishna, Ravali, Srividya",unknown,1997
Collector Garu,B. Gopal,"Mohan Babu, Sakshi Shivanand, Brahmanandam",unknown,1997
Devudu,Raviraja Pinisetty,"Balakrishna, Ramya Krishna",unknown,1997
Dongaata,Kodi Ramakrishna,"Jagapati Babu, Soundarya, Suresh",unknown,1997
Egire Paavurama,S. V. Krishna Reddy,"Srikanth, Laila Mehdin, J. D. Chakravarthy, Suhasini Maniratnam",unknown,1997
Gokulamlo Seeta,Muthyala Subbaiah,"Pawan Kalyan, Raasi",unknown,1997
Hitler,Muthyala Subbaiah,"Chiranjeevi, Rajendra Prasad, Rambha",unknown,1997
Jai Bajarangabhali,T. Prabhakar,"Rajendra Prasad, Indraja, Kota,",unknown,1997
Kurralla Rajyam,Boyapati Kameswara Rao,"Vikram, Ali, Anand",unknown,1997
Maa Nannaku Pelli,E. V. V. Satyanarayana,"Krishnam Raju, Simran Bagga, Srikanth",unknown,1997
Mama Bagunnava,Kodi Ramakrishna,"Rajendra Prasad, Naresh, Rambha",unknown,1997
Master,Suresh Krishna,"Chiranjeevi, Sakshi Shivanand, Puneet Issar, Vijayakumar",unknown,1997
Muddula Mogudu,A. Kodandarami Reddy,"Balakrishna, Meena, Brahmanandam",unknown,1997
Oka Chinna Maata,Muthyala Subbaiah,"Jagapati Babu, Indraja",unknown,1997
Omkaram,Upendra,"Rajasekhar, Prema, Bhagyashree",unknown,1997
Osey Ramulamma,Dasari Narayana Rao,"Vijayashanti, Ramki, Rami Reddy",unknown,1997
Peddannayya,Sharat,"Balakrishna, Roja Selvamani, Achyuth",unknown,1997
Pelli,Kodi Ramakrishna,"Vadde Naveen, Maheshwari, Sujatha, Pruthviraj",unknown,1997
