Title,Director,Cast,Genre,Year,new_Genre
Sherlock Holmes and the House of Fear,Roy William Neill,"Basil Rathbone, Nigel Bruce, Paul Cavanagh",Mystery,1945,Mystery
She Gets Her Man,Erle C. Kenton,"Joan Davis, William Gargan, Vivian Austin",Comedy,1945,Comedy
She Went to the Races,Willis Goldbeck,"James Craig, Frances Gifford, Ava Gardner, Edmund Gwenn",Comedy,1945,Comedy
She Wouldn't Say Yes,Alexander Hall,"Rosalind Russell, Lee Bowman, Adele Jergens",Comedy,1945,Comedy
Sing Me a Song of Texas,Vernon Keays,"Rosemary Lane, Tom Tyler",Western,1945,Western
Sing Your Way Home,Anthony Mann,"Jack Haley, Marcy McGuire",Musical,1945,Musical
Snafu,Jack Moss,"Robert Benchley, Barbara Jo Allen",Comedy,1945,Comedy
Son of Lassie,S. Sylvan Simon,"June Lockhart, Peter Lawford","Family, Drama",1945,"Family, Drama"
A Song for Miss Julie,William Rowland,Shirley Ross,Musical,1945,Musical
Song of Mexico,James A. Fitzpatrick,"Adele Mara, Edgar Barrier",Musical,1945,Musical
Song of Old Wyoming,Robert Emmett Tansey,"Eddie Dean, Sarah Padden",Western,1945,Western
Song of the Prairie,Ray Nazarro,"Ken Curtis, June Storey, Jeff Donnell",Western,1945,Western
Song of the Sarong,Harold Young,"William Gargan, Nancy Kelly",Adventure,1945,Adventure
A Song to Remember,Charles Vidor,"Cornel Wilde, Merle Oberon, Paul Muni",Biography,1945,Biography
South of the Rio Grande,Lambert Hillyer,"Duncan Renaldo, Martin Garralaga, Lillian Molieri",Western,1945,Western
The Southerner,Jean Renoir,"Zachary Scott, Betty Field",Drama,1945,Drama
The Spanish Main,Frank Borzage,"Maureen O'Hara, Paul Henreid",Adventure,1945,Adventure
Spellbound,Alfred Hitchcock,"Gregory Peck, Ingrid Bergman, Leo G. Carroll",Suspense,1945,Suspense
The Spider,Robert D. Webb,"Richard Conte, Faye Marlowe, Cara Williams",Film noir,1945,Film noir
A Sporting Chance,George Blair,"Jane Randolph, Edward Gargan",Drama,1945,Drama
Springtime in Texas,Oliver Drake,"Jimmy Wakely, Dennis Moore",Western,1945,Western
Stagecoach Outlaws,Sam Newfield,"Buster Crabbe, Al St. John",Western,1945,Western
State Fair,Walter Lang,"Jeanne Crain, Dana Andrews, Dick Haymes, Vivian Blaine, Fay Bainter",Musical comedy,1945,Musical comedy
Steppin' in Society,Alexander Esway,"Edward Everett Horton, Gladys George, Ruth Terry",Comedy,1945,Comedy
The Stork Club,Hal Walker,"Betty Hutton, Barry Fitzgerald",Musical,1945,Musical
The Story of G.I. Joe,William Wellman,"Burgess Meredith, Robert Mitchum",War,1945,War
The Strange Affair of Uncle Harry,Robert Siodmak,"George Sanders, Geraldine Fitzgerald, Ella Raines",Film noir,1945,Film noir
Strange Holiday,Arch Oboler,"Claude Rains, Barbara Bates",Drama,1945,Drama
Strange Illusion,Edgar G. Ulmer,"Jimmy Lydon, Warren William, Sally Eilers",Film noir,1945,Film noir
The Strange Mr. Gregory,Phil Rosen,"Edmund Lowe, Jean Rogers",Mystery,1945,Mystery
Stranger from Santa Fe,Lambert Hillyer,"Johnny Mack Brown, Raymond Hatton",Western,1945,Western
Sudan,John Rawlins,"Maria Montez, Jon Hall",Adventure,1945,Adventure
Sunbonnet Sue,Ralph Murphy,"Gale Storm, Phil Regan, Alan Mowbray",Musical comedy,1945,Musical comedy
Sunset in El Dorado,Frank McDonald,"Roy Rogers, Dale Evans",Western,1945,Western
Swingin' on a Rainbow,William Beaudine,"Jane Frazee, Harry Langdon",Comedy,1945,Comedy
"Swing Out, Sister",Edward C. Lilley,"Rod Cameron, Billie Burke",Musical,1945,Musical
Tarzan and the Amazons,Kurt Neumann,"Johnny Weissmuller, Brenda Joyce",Adventure,1945,Adventure
Tell It to a Star,Frank McDonald,Ruth Terry,Musical,1945,Musical
Ten Cents a Dance,Will Jason,Jane Frazee,Musical,1945,Musical
Texas Panhandle,Ray Nazarro,"Charles Starrett, Carolina Cotton",Western,1945,Western
That Night with You,William A. Seiter,"Franchot Tone, Susanna Foster",Comedy,1945,Comedy
That's the Spirit,Charles Lamont,"Peggy Ryan, Jack Oakie",Comedy,1945,Comedy
There Goes Kelly,Phil Karlson,"Jackie Moran, Wanda McKay",Comedy,1945,Comedy
They Were Expendable,John Ford,"John Wayne, Robert Montgomery, Donna Reed",War,1945,War
The Thin Man Goes Home,Richard Thorpe,"William Powell, Myrna Loy, Gloria DeHaven","Mystery, Comedy",1945,"Mystery, Comedy"
This Love of Ours,William Dieterle,"Merle Oberon, Claude Rains",Romance,1945,Romance
This Man's Navy,William Wellman,"Wallace Beery, Tom Drake, Jan Clayton",Drama,1945,Drama
Those Endearing Young Charms,Lewis Allen,"Robert Young, Laraine Day",Comedy,1945,Comedy
A Thousand and One Nights,Alfred E. Green,"Cornel Wilde, Phil Silvers",Fantasy,1945,Fantasy
Three in the Saddle,Harry L. Fraser,"Tex Ritter, Lorraine Miller",Western,1945,Western
Three's a Crowd,Dane Lussier,"Pamela Blake, Gertrude Michael",Mystery,1945,Mystery
Thrill of a Romance,Richard Thorpe,"Van Johnson, Esther Williams, Frances Gifford",Romance,1945,Romance
"Thunderhead, Son of Flicka",Louis King,"Roddy McDowall, Preston Foster, Rita Johnson","Family, Drama",1945,"Family, Drama"
The Tiger Woman,Philip Ford,"Adele Mara, Peggy Stewart",Crime,1945,Crime
Tonight and Every Night,Victor Saville,"Rita Hayworth, Lee Bowman, Janet Blair",Drama,1945,Drama
Too Young to Know,Frederick de Cordova,"Joan Leslie, Robert Hutton, Dolores Moran",Drama,1945,Drama
The Topeka Terror,Howard Bretherton,"Allan Lane, Linda Stirling",Western,1945,Western
Trail of Kit Carson,Lesley Selander,"Allan Lane, Helen Talbot",Western,1945,Western
Trail to Vengeance,Wallace Fox,"Kirby Grant, Jane Adams",Western,1945,Western
A Tree Grows in Brooklyn,Elia Kazan,"Dorothy McGuire, James Dunn",Drama,1945,Drama
Trouble Chasers,Lew Landers,"Billy Gilbert, Gloria Marlen",Comedy,1945,Comedy
Twice Blessed,Harry Beaumont,"Lee and Lyn Wilde, Gail Patrick",Comedy,1945,Comedy
Two O'Clock Courage,Anthony Mann,"Tom Conway, Ann Rutherford",Film noir,1945,Film noir
Wagon Wheels Westward,R. G. Springsteen,"Wild Bill Elliott, Linda Stirling",Western,1945,Western
A Walk in the Sun,Lewis Milestone,"Dana Andrews, Richard Conte",War drama,1945,War drama
Wanderer of the Wasteland,Wallace Grissell,"James Warren, Audrey Long",Western,1945,Western
Week-End at the Waldorf,Robert Z. Leonard,"Lana Turner, Ginger Rogers, Walter Pidgeon",Romantic comedy,1945,Romantic comedy
West of the Pecos,Edward Killy,"Robert Mitchum, Barbara Hale",Western,1945,Western
What a Blonde,Leslie Goodwins,"Leon Errol, Elaine Riley, Veda Ann Borg",Comedy,1945,Comedy
"What Next, Corporal Hargrove?",Richard Thorpe,"Robert Walker, Keenan Wynn, Jean Porter",Comedy,1945,Comedy
Where Do We Go from Here?,Gregory Ratoff,"Fred MacMurray, Joan Leslie",Musical,1945,Musical
White Pongo,Sam Newfield,"Richard Fraser, Maris Wrixon",Adventure,1945,Adventure
Why Girls Leave Home,William Berke,"Lola Lane, Pamela Blake",Drama,1945,Drama
Wildfire,Robert Emmett Tansey,"Bob Steele, Sterling Holloway",Western,1945,Western
Within These Walls,H. Bruce Humberstone,"Thomas Mitchell, Mary Anderson",Drama,1945,Drama
Without Love,Harold S. Bucquet,"Spencer Tracy, Katharine Hepburn",Comedy,1945,Comedy
The Woman in Green,Roy William Neill,"Basil Rathbone, Nigel Bruce",Mystery,1945,Mystery
The Woman Who Came Back,Walter Colmes,"Nancy Kelly, John Loder",Comedy,1945,Comedy
Wonder Man,H. Bruce Humberstone,"Danny Kaye, Virginia Mayo",Comedy,1945,Comedy
The Battle of San Pietro,John Huston,"Mark W. Clark, John Huston (narrator)",Documentary,1945,Documentary
The House I Live In,Mervyn LeRoy,Frank Sinatra,Documentary,1945,Documentary
The Bachelor's Daughters,Andrew L. Stone,"Claire Trevor, Gail Russell, Ann Dvorak",Comedy,1946,Comedy
Bad Bascomb,S. Sylvan Simon,"Wallace Beery, Margaret O'Brien, Marjorie Main",Western,1946,Western
Badman's Territory,Tim Whelan,"Randolph Scott, Ann Richards",Western,1946,Western
The Bamboo Blonde,Anthony Mann,"Frances Langford, Ralph Edwards, Iris Adrian",Musical,1946,Musical
The Bandit of Sherwood Forest,"George Sherman, Henry Levin","Cornel Wilde, Anita Louise, Jill Esmond, Edgar Buchanan",Adventure,1946,Adventure
The Beast with Five Fingers,Robert Florey,"Robert Alda, Andrea King, Peter Lorre, Victor Francen, J. Carrol Naish",Horror,1946,Horror
Beauty and the Bandit,William Nigh,"Gilbert Roland, Ramsay Ames",Western,1946,Western
Because of Him,Richard Wallace,"Deanna Durbin, Charles Laughton",Musical,1946,Musical
Bedlam,Mark Robson,"Boris Karloff, Anna Lee",Thriller,1946,Thriller
Behind Green Lights,Otto Brower,"Carole Landis, William Gargan, Mary Anderson",Drama,1946,Drama
Behind the Mask,Phil Karlson,"Kane Richmond, Barbara Read",Mystery,1946,Mystery
Below the Deadline,William Beaudine,"Warren Douglas, Jan Wiley",Drama,1946,Drama
The Best Years of Our Lives,William Wyler,"Fredric March, Myrna Loy, Dana Andrews, Teresa Wright, Virginia Mayo, Hoagy Carmichael, Harold Russell",Drama,1946,Drama
Betty Co-Ed,Arthur Dreifuss,"Jean Porter, Shirley Mills",Musical,1946,Musical
Beware,Bud Pollard,"Louis Jordan, Frank L. Wilson",Drama,1946,Drama
The Big Sleep,Howard Hawks,"Humphrey Bogart, Lauren Bacall, Martha Vickers",Film noir,1946,Film noir
Black Angel,Roy William Neill,"Dan Duryea, June Vincent, Peter Lorre, Broderick Crawford",Film noir,1946,Film noir
Black Beauty,Max Nosseck,"Mona Freeman, Richard Denning",Family,1946,Family
Blonde Alibi,Will Jason,"Tom Neal, Martha O'Driscoll",Thriller,1946,Thriller
Blonde for a Day,Sam Newfield,"Hugh Beaumont, Kathryn Adams",Crime,1946,Crime
Blondie Knows Best,Abby Berlin,"Penny Singleton, Arthur Lake",Comedy,1946,Comedy
Blondie's Lucky Day,Abby Berlin,"Penny Singleton, Arthur Lake",Comedy,1946,Comedy
The Blue Dahlia,George Marshall,"Alan Ladd, Veronica Lake, William Bendix, Hugh Beaumont",Film noir,1946,Film noir
Blue Skies,Stuart Heisler,"Fred Astaire, Bing Crosby, Joan Caulfield",Musical,1946,Musical
Border Bandits,Lambert Hillyer,"Johnny Mack Brown, Raymond Hatton",Western,1946,Western
Boston Blackie and the Law,D. Ross Lederman,"Chester Morris, Trudy Marshall, Constance Dowling",Mystery,1946,Mystery
Bowery Bombshell,Phil Karlson,"Leo Gorcey, Huntz Hall, Teala Loring",Comedy,1946,Comedy
"A Boy, a Girl and a Dog",Herbert Kline,"Sharyn Moffett, Lionel Stander",Drama,1946,Drama
Boys' Ranch,Roy Rowland,"Butch Jenkins, James Craig, Dorothy Patrick",Family,1946,Family
Breakfast in Hollywood,Harold D. Schuster,"Tom Breneman, Bonita Granville, Billie Burke",Comedy,1946,Comedy
The Bride Wore Boots,Irving Pichel,"Barbara Stanwyck, Robert Cummings, Diana Lynn, Patric Knowles",Comedy,1946,Comedy
Bringing Up Father,Edward F. Cline,"Joe Yule, Renie Riano",Comedy,1946,Comedy
The Brute Man,Jean Yarbrough,"Rondo Hatton, Jan Wiley, Tom Neal",Horror,1946,Horror
California Gold Rush,R. G. Springsteen,"Wild Bill Elliott, Peggy Stewart",Western,1946,Western
Canyon Passage,Jacques Tourneur,"Dana Andrews, Brian Donlevy, Susan Hayward, Patricia Roc",Western,1946,Western
The Caravan Trail,Robert Emmett Tansey,"Eddie Dean, Lash La Rue",Western,1946,Western
The Cat Creeps,Erle C. Kenton,"Noah Beery Jr., Lois Collier",Suspense,1946,Suspense
The Catman of Paris,Lesley Selander,"Carl Esmond, Lenore Aubert, Adele Mara",Horror,1946,Horror
Centennial Summer,Otto Preminger,"Jeanne Crain, Cornel Wilde, Linda Darnell, Walter Brennan",Musical,1946,Musical
The Chase,Arthur Ripley,"Robert Cummings, Michèle Morgan, Steve Cochran",Film noir,1946,Film noir
Child of Divorce,Richard Fleischer,"Sharyn Moffett, Regis Toomey",Drama,1946,Drama
Cinderella Jones,Busby Berkeley,"Joan Leslie, Robert Alda",Musical,1946,Musical
Claudia and David,Walter Lang,"Dorothy McGuire, Robert Young, Mary Astor",Drama,1946,Drama
Cloak and Dagger,Fritz Lang,"Gary Cooper, Lilli Palmer, Robert Alda",Thriller,1946,Thriller
A Close Call for Boston Blackie,Lew Landers,"Chester Morris, Lynn Merrick",Mystery,1946,Mystery
Cluny Brown,Ernst Lubitsch,"Charles Boyer, Jennifer Jones, Peter Lawford",Comedy,1946,Comedy
The Cockeyed Miracle,S. Sylvan Simon,"Audrey Totter, Cecil Kellaway, Frank Morgan, Keenan Wynn",Fantasy,1946,Fantasy
Colonel Effingham's Raid,Irving Pichel,"Charles Coburn, Joan Bennett",Comedy,1946,Comedy
Colorado Serenade,Robert Emmett Tansey,"Eddie Dean, Roscoe Ates",Western,1946,Western
Conquest of Cheyenne,R. G. Springsteen,"Wild Bill Elliott, Peggy Stewart",Western,1946,Western
Courage of Lassie,Fred M. Wilcox,"Elizabeth Taylor, Catherine McLeod, Frank Morgan",Family,1946,Family
Cowboy Blues,Ray Nazarro,"Ken Curtis, Jeff Donnell, Guy Kibbee",Western,1946,Western
Crack-Up,Irving Reis,"Pat O'Brien, Claire Trevor, Herbert Marshall",Film noir,1946,Film noir
Crime Doctor's Man Hunt,William Castle,"Warner Baxter, Ellen Drew",Mystery,1946,Mystery
Crime of the Century,Philip Ford,"Stephanie Bachelor, Martin Kosleck",Crime,1946,Crime
Criminal Court,Robert Wise,"Martha O'Driscoll, Tom Conway",Crime,1946,Crime
Cross My Heart,John Berry,"Betty Hutton, Sonny Tufts",Comedy,1946,Comedy
Cuban Pete,Jean Yarbrough,"Desi Arnaz, Joan Fulton, Don Porter",Musical,1946,Musical
Danger Woman,Lewis D. Collins,"Don Porter, Brenda Joyce, Patricia Morison",Film Noir,1946,Film Noir
Dangerous Business,D. Ross Lederman,"Forrest Tucker, Lynn Merrick",Comedy,1946,Comedy
Dangerous Millions,James Tinling,"Kent Taylor, Dona Drake",Suspense,1946,Suspense
Dangerous Money,Terry O. Morse,"Sidney Toler, Gloria Warren",Mystery,1946,Mystery
Danny Boy,Terry O. Morse,"Charles Bates, Ace the Wonder Dog",Drama,1946,Drama
Dark Alibi,Phil Karlson,"Sidney Toler, Mantan Moreland",Mystery,1946,Mystery
The Dark Corner,Henry Hathaway,"Lucille Ball, Clifton Webb, William Bendix",Film noir,1946,Film noir
The Dark Horse,Will Jason,"Phillip Terry, Ann Savage, Allen Jenkins",Drama,1946,Drama
The Dark Mirror,Robert Siodmak,"Olivia de Havilland, Lew Ayres, Thomas Mitchell",Thriller,1946,Thriller
Days of Buffalo Bill,Thomas Carr,"Sunset Carson, Peggy Stewart",Western,1946,Western
Deadline at Dawn,Harold Clurman,"Susan Hayward, Paul Lukas, Bill Williams",Film noir,1946,Film noir
Deadline for Murder,James Tinling,"Paul Kelly, Kent Taylor, Sheila Ryan, Marion Martin",Crime,1946,Crime
Death Valley,Lew Landers,"Robert Lowery, Nat Pendleton, Barbara Read",Western,1946,Western
Deception,Irving Rapper,"Bette Davis, Paul Henreid, Claude Rains",Film noir,1946,Film noir
Decoy,Jack Bernhard,"Jean Gillie, Edward Norris, Robert Armstrong",Film noir,1946,Film noir
The Desert Horseman,Ray Nazarro,"Charles Starrett, Smiley Burnette",Western,1946,Western
Devil Bat's Daughter,Frank Wisbar,"Rosemary La Planche, Molly Lamont",Horror,1946,Horror
The Devil's Mask,Henry Levin,"Anita Louise, Jim Bannon",Crime,1946,Crime
The Devil's Playground,George Archainbaud,"William Boyd, Elaine Riley",Western,1946,Western
Devotion,Curtis Bernhardt,"Ida Lupino, Paul Henreid, Olivia de Havilland, Sydney Greenstreet",Biography,1946,Biography
The Diary of a Chambermaid,Jean Renoir,"Paulette Goddard, Burgess Meredith, Hurd Hatfield",Drama,1946,Drama
Dick Tracy vs. Cueball,Gordon Douglas,"Morgan Conway, Esther Howard, Anne Jeffreys",Mystery,1946,Mystery
Ding Dong Williams,William Berke,"Marcy McGuire, Anne Jeffreys",Comedy,1946,Comedy
Don't Gamble with Strangers,William Beaudine,"Kane Richmond, Bernadene Hayes",Drama,1946,Drama
Do You Love Me,Gregory Ratoff,"Maureen O'Hara, Harry James",Musical,1946,Musical
Don Ricardo Returns,Terry O. Morse,"Lita Baron, Martin Garralaga",Western,1946,Western
Down Missouri Way,Josef Berne,"Martha O'Driscoll, John Carradine, Eddie Dean",Musical,1946,Musical
Dragonwyck,Joseph L. Mankiewicz,"Gene Tierney, Walter Huston, Vincent Price, Spring Byington, Jessica Tandy",Drama,1946,Drama
Dressed to Kill,Roy William Neill,"Basil Rathbone, Nigel Bruce, Patricia Morison",Mystery,1946,Mystery
Drifting Along,Derwin Abrahams,"Johnny Mack Brown, Lynne Carver, Raymond Hatton",Western,1946,Western
Driftin' River,Robert Emmett Tansey,"Eddie Dean, Shirley Patterson",Western,1946,Western
Duel in the Sun,King Vidor,"Gregory Peck, Joseph Cotten, Jennifer Jones, Lionel Barrymore",Western,1946,Western
The Fabulous Suzanne,Steve Sekely,"Barbara Britton, Rudy Vallée",Romantic comedy,1946,Romantic comedy
The Face of Marble,William Beaudine,"John Carradine, Claudia Drake",Horror,1946,Horror
Faithful in My Fashion,Sidney Salkow,"Donna Reed, Tom Drake",Romance,1946,Romance
The Falcon's Adventure,William Berke,"Tom Conway, Myrna Dell",Mystery,1946,Mystery
The Falcon's Alibi,Ray McCarey,"Tom Conway, Rita Corday",Mystery,1946,Mystery
Fear,Alfred Zeisler,"Peter Cookson, Warren William, Anne Gwynne",Drama,1946,Drama
The Fighting Frontiersman,Derwin Abrahams,"Charles Starrett, Smiley Burnette",Western,1946,Western
The Fighting Guardsman,Henry Levin,"Willard Parker, Anita Louise, Janis Carter, John Loder",Adventure,1946,Adventure
Flight to Nowhere,William Rowland,"Alan Curtis, Evelyn Ankers, Micheline Cheirel",Film Noir,1946,Film Noir
The Flying Serpent,Sam Newfield,"George Zucco, Eddie Acuff",Horror,1946,Horror
Freddie Steps Out,Arthur Dreifuss,"Freddie Stewart, June Preisser",Comedy,1946,Comedy
The French Key,Walter Colmes,"Albert Dekker, Mike Mazurki, Evelyn Ankers",Mystery,1946,Mystery
From This Day Forward,John Berry,"Joan Fontaine, Mark Stevens",Drama,1946,Drama
Frontier Gunlaw,Derwin Abrahams,"Charles Starrett, Jack Rockwell",Western,1946,Western
G.I. War Brides,George Blair,"Anna Lee, James Ellison",Comedy,1946,Comedy
Gallant Bess,Harry Rapf,"Marshall Thompson, George Tobias","Family, Western",1946,"Family, Western"
Gallant Journey,William A. Wellman,"Glenn Ford, Janet Blair, Charlie Ruggles",Historical,1946,Historical
Galloping Thunder,Ray Nazarro,"Charles Starrett, Smiley Burnette",Western,1946,Western
Gas House Kids,Sam Newfield,"Robert Lowery, Billy Halop",Comedy/Drama,1946,Comedy/Drama
Gay Blades,George Blair,"Jean Rogers, Allan Lane",Comedy,1946,Comedy
The Gay Cavalier,William Nigh,"Gilbert Roland, Martin Garralaga",Western,1946,Western
Genius at Work,Leslie Goodwins,"Anne Jeffreys, Wally Brown, Alan Carney",Comedy,1946,Comedy
The Gentleman from Texas,Lambert Hillyer,"Johnny Mack Brown, Claudia Drake, Raymond Hatton",Western,1946,Western
Gentleman Joe Palooka,Cy Endfield,"Leon Errol, Joe Kirkwood, Elyse Knox",Sports,1946,Sports
The Gentleman Misbehaves,George Sherman,"Osa Massen, Hillary Brooke",Musical comedy,1946,Musical comedy
Gentlemen with Guns,Sam Newfield,"Buster Crabbe, Al St. John",Western comedy,1946,Western comedy
Ghost of Hidden Valley,Sam Newfield,"Buster Crabbe, Al St. John",Western comedy,1946,Western comedy
Gilda,Charles Vidor,"Glenn Ford, Rita Hayworth",Film noir,1946,Film noir
Ginger,Oliver Drake,Frank Albertson. Barbara Read,Drama,1946,Drama
Girl on the Spot,William Beaudine,"Lois Collier, Jess Barker",Musical crime,1946,Musical crime
The Glass Alibi,W. Lee Wilder,"Maris Wrixon, Anne Gwynne",Drama,1946,Drama
God's Country,Robert Emmett Tansey,"Robert Lowery, Helen Gilbert, Buster Keaton",Drama,1946,Drama
The Great Morgan,Nat Perrin,"Frank Morgan, Tommy Dorsey",Musical,1946,Musical
The Green Years,Victor Saville,"Charles Coburn, Tom Drake, Beverly Tyler","Comedy, Drama",1946,"Comedy, Drama"
Gun Town,Wallace Fox,"Kirby Grant, Claire Carleton, Lyle Talbot",Western,1946,Western
Gunman's Code,Wallace Fox,"Kirby Grant, Jane Adams",Western,1946,Western
Gunning for Vengeance,Ray Nazarro,"Charles Starrett, Smiley Burnette",Western,1946,Western
A Guy Could Change,William K. Howard,"Allan Lane, Jane Frazee",Drama,1946,Drama
The Haunted Mine,Derwin Abrahams,"Johnny Mack Brown, Raymond Hatton, Linda Leighton",Western,1946,Western
The Harvey Girls,George Sidney,"Judy Garland, Ray Bolger, Angela Lansbury",Musical,1946,Musical
Heading West,Ray Nazarro,"Charles Starrett, Smiley Burnette",Western,1946,Western
Heartbeat,Sam Wood,"Ginger Rogers, Jean-Pierre Aumont",Romance,1946,Romance
Heldorado,William Witney,"Roy Rogers, George ""Gabby"" Hayes",Western,1946,Western
Her Adventurous Night,John Rawlins,"Dennis O'Keefe, Helen Walker",Comedy,1946,Comedy
Her Kind of Man,Frederick de Cordova,"Janis Paige, Zachary Scott, Dane Clark",Crime,1946,Crime
Her Sister's Secret,Edgar G. Ulmer,"Nancy Coleman, Margaret Lindsay",Drama,1946,Drama
High School Hero,Arthur Dreifuss,"Freddie Stewart, June Preisser, Noel Neill",Comedy,1946,Comedy
Holiday in Mexico,George Sidney,"Jane Powell, Walter Pidgeon",Musical,1946,Musical
